headlines,terms,dates,scores
new army recruitment campaign targets children,campaign,2000-09-08,2
monster.com announces £13.7m pan-european campaign,campaign,2000-09-08,2
the rat race,democrat,2000-09-08,2
new debt pledge made to defuse prague protests,protest,2000-09-08,2
private lives,rallies,2000-09-08,2
pacemaker cut from body with penknife,pac,2000-09-08,2
breathing space,pac,2000-09-09,2
"why i despise fat cat lawyers, by mo mowlam",democrat,2000-09-10,2
us 'covered up' for kosovo ally,house,2000-09-10,2
the moral of mo and charlie,democrat,2000-09-10,2
the old notion of public service,republican,2000-09-11,1
fergie leads us campaign against heart disease,house,2000-09-11,2
fergie leads us campaign against heart disease,campaign,2000-09-11,2
blair holds firm as fuel protests grow,protest,2000-09-11,3
french oil blockades end but protests spread,protest,2000-09-11,2
protests grow despite opec offer,protest,2000-09-11,2
prime minister's trust in defence chief key to sanctioning use of force,house,2000-09-11,2
he's eaten cat food. she used to think god was a helicopter,house,2000-09-11,2
endemol looks to us for permanent base,house,2000-09-12,2
bush campaign gaffe forces ad withdrawal,campaign,2000-09-12,2
fuelling the climate of protest,protest,2000-09-12,2
protests and panic spread as pumps run dry,protest,2000-09-12,1
glaxo merger faces us delay,house,2000-09-12,2
the price of protest,protest,2000-09-12,2
web lines,rallies,2000-09-12,2
ibm launches £107m e-business ad campaign,campaign,2000-09-13,2
ulster blast sparks fears of dissident campaign,campaign,2000-09-13,2
guardian unlimited launches ad campaign,campaign,2000-09-13,2
leaders condemn protests,protest,2000-09-13,2
dirty rats leave gore a subliminal message,democrat,2000-09-13,1
campaign round-up,campaign,2000-09-14,2
protests bring belgium to standstill,protest,2000-09-14,2
democracy versus force,democrat,2000-09-14,2
new rules after 'name and shame' campaign,campaign,2000-09-14,2
us government votes on nasa's budget,house,2000-09-15,2
pr week round-up,protest,2000-09-15,2
hillary on ropes in round one of new york fight for senate,senate,2000-09-15,2
morning breath detector's runaway success proves a record breaker,protest,2000-09-15,3
burmese junta ends suu kyi's house arrest,house,2000-09-15,2
us urges israel to share jerusalem,house,2000-09-16,2
sea lions take on the us fishing industry,house,2000-09-16,2
"petrol protests spread to spain, ireland and poland",protest,2000-09-16,2
the house comes tumbling down,house,2000-09-17,2
how protesters  fuelled a very 21st-century crisis,protest,2000-09-17,2
the house comes tumbling down,house,2000-09-17,2
yates postmortem test 'inconclusive',protest,2000-09-18,2
union questions police role in fuel protests,protest,2000-09-18,2
the politics of protest...,protest,2000-09-18,2
us warns against resuming flights to baghdad,house,2000-09-18,2
flooding kills 140 in south east asia,protest,2000-09-19,1
campaign media business round-up,campaign,2000-09-19,2
liberal and democratic,democrat,2000-09-19,2
squeaks of protest,protest,2000-09-19,2
newly outfitted space station awaits first tenants,pac,2000-09-19,2
us troops abused civilians in kosovo,house,2000-09-19,2
leaders' election forecast: order the champagne,campaign,2000-09-20,2
the solid gold lib dem show,democrat,2000-09-20,3
us farhi store team ditched,house,2000-09-20,2
wartime sex slaves take japan to us court,house,2000-09-20,2
gilbert de botton,democrat,2000-09-20,2
protests on continent,protest,2000-09-20,2
funhouse,house,2000-09-21,2
campaign round-up,campaign,2000-09-21,2
four-way pitch for homeless campaign,campaign,2000-09-21,2
gm food protests,protest,2000-09-21,2
protesters to face down money men,protest,2000-09-21,2
'there's been a policy to portray us as violent',house,2000-09-21,2
how to protect your credit  cards from the fraudsters,protest,2000-09-22,2
pr week round-up,protest,2000-09-22,2
gore joins oil protests,protest,2000-09-22,2
ministers soften line on fuel tax protests,protest,2000-09-22,2
democracy and the lords,democrat,2000-09-22,2
anonymous man whose only motivation was sex,house,2000-09-22,2
an ominous ticking for the republicans,republican,2000-09-22,2
joop breaks rules to woo us,house,2000-09-22,2
solar power must drive us forward,house,2000-09-22,2
scientist 'killed amazon indians to test race theory',protest,2000-09-23,2
"linthwaite house, cumbria",house,2000-09-23,2
full house at the dome,house,2000-09-23,2
whose life is it anyway?,house,2000-09-24,2
it's good to get out of the house,house,2000-09-24,3
croat general 'armed real ira terrorists',democrat,2000-09-24,2
was an ira informer so valuable that murder was committed to protect him?,protest,2000-09-25,1
egg hatches first brand advertising campaign,campaign,2000-09-25,2
defiant prescott rallies party faithful,rallies,2000-09-25,2
campaign media business round-up,campaign,2000-09-25,2
swansong ovation for mowlam as she rallies the faithful,rallies,2000-09-25,2
open house a roaring success,house,2000-09-25,3
protesters riot in prague as finance summit opens,protest,2000-09-26,2
house trained,house,2000-09-26,2
mandela to star in tbwa's unicef campaign,campaign,2000-09-27,2
m&c saatchi unveils lastminute.com campaign,campaign,2000-09-27,2
tiger aspect sells bbc1 hits to us,house,2000-09-27,2
"'our peaceful protests have been aborted, by those we call comrades'",protest,2000-09-27,2
st luke's chief slams marketing industry,protest,2000-09-27,2
markets brace for impact,pac,2000-09-28,2
hillary senate race: funding clash leaves public cold,senate,2000-09-28,1
hillary senate race: funding clash leaves public cold,republican,2000-09-28,1
videonet launches homechoice with huge ad campaign,campaign,2000-09-28,2
campaign round-up,campaign,2000-09-28,2
pr week round-up,protest,2000-09-28,2
mccann erickson unveils norwich union tv and poster campaign,campaign,2000-09-28,2
house of fraser blames m&s for its plight,house,2000-09-28,1
gore's chance of fairytale ending lies in fact not fiction,rallies,2000-09-28,1
not a dry eye in the house at mandela finale,house,2000-09-29,1
'cruel' nun spared jail sentence,senate,2000-09-29,2
abortion pill on sale in us,house,2000-09-29,1
inside the house of ill-repute,house,2000-09-30,2
to your own space be true,pac,2000-09-30,2
gm crops get public hearings,republican,2000-09-30,2
peer group,super,2000-09-30,2
"pro-euro pr campaign disastrous, says activist",protest,2000-10-01,1
"pro-euro pr campaign disastrous, says activist",campaign,2000-10-01,1
fuel protest leaders plot to cut power supply in next blockade,protest,2000-10-01,2
"kanya dig it? yes, you can!",republican,2000-10-01,2
outrage at diy abortion pill blasts us election wide open,house,2000-10-01,1
trouble by the trolley-load for embattled supermarkets,super,2000-10-01,2
house prices make a comeback,house,2000-10-02,2
death toll continues to rise in further middle east clashes,protest,2000-10-02,2
us and uk divided on e-political lines,house,2000-10-02,2
us and uk divided on e-political lines,rallies,2000-10-02,2
campaign media business round-up,campaign,2000-10-02,2
court test for new right to life law,protest,2000-10-02,2
women in the house,house,2000-10-02,2
surge in house prices fuels interest rate fears,house,2000-10-03,2
surge in house prices fuels interest rate fears,democrat,2000-10-03,2
east not sold on values of the west,protest,2000-10-03,1
new computer bill that probes too much,protest,2000-10-03,1
us struggles to keep talks together,house,2000-10-03,2
serbian police acquiesce to protesters,protest,2000-10-04,2
gore-bush debate could decide how the us votes,house,2000-10-04,1
prague protesters say they were beaten in jail by police,protest,2000-10-04,2
campaign round-up,campaign,2000-10-05,2
harry potter writer rallies to aid of lone parents,rallies,2000-10-05,2
vigilante us theatres bar underage punters,house,2000-10-05,2
protests spread around the world,protest,2000-10-05,2
police will not back instant drug fines campaign,campaign,2000-10-05,1
first tv debate sets out battle lines,rallies,2000-10-05,2
yeltsin pledges revelations - but no sensations,senate,2000-10-05,2
harry potter writer rallies to aid of lone parents,rallies,2000-10-05,2
house price rises still slowing,house,2000-10-06,2
house,house,2000-10-06,2
dark angel and west wing lead out us season,house,2000-10-06,3
protests break out across country as activists smash police roadblocks,protest,2000-10-06,2
campaign to curb 'identikit england',campaign,2000-10-06,2
"margaret's guest house, aldeburgh",house,2000-10-07,2
going parking mad? make space to relax,pac,2000-10-08,2
middle east press review,protest,2000-10-09,2
bbh unveils excite campaign,campaign,2000-10-09,3
campaign media business round-up,campaign,2000-10-09,2
serbia draws new battle lines,rallies,2000-10-09,3
senate seat looks sure as hillary holds steady in senate debate,senate,2000-10-09,3
senate seat looks sure as hillary holds steady in senate debate,senate,2000-10-09,3
us seeks peace talks,house,2000-10-09,3
nuclear protesters become test case,protest,2000-10-09,2
nuclear protesters become test case,protest,2000-10-09,2
police kick dog presenter's complaint into touch,senate,2000-10-09,2
"don't give cash to street beggars, public urged",republican,2000-10-09,1
us actors' unions call for advertiser boycott,house,2000-10-10,2
litmanen test could leave england blue,protest,2000-10-10,2
how big money buys big votes in us race,house,2000-10-10,2
annan struggles to stall middle east war,protest,2000-10-10,1
milosevic's allies seek cover,rallies,2000-10-10,2
puzzle under foot trompe l'oeil art floors somerset house,house,2000-10-10,2
worlds apart: why serbia is no middle east,protest,2000-10-11,2
blanket advertising campaign for wsj.com,campaign,2000-10-11,2
government launches £8m car crime reduction campaign,campaign,2000-10-11,2
supermarkets inquiry rejects rip-off charges,super,2000-10-11,1
campaigners scorn straw's cannabis warning,campaign,2000-10-11,2
the latest twists: what the middle east papers say,protest,2000-10-12,2
"us destroyer 'rammed', at least four dead",house,2000-10-12,2
campaign round-up,campaign,2000-10-12,2
one of us,house,2000-10-12,2
"protesters will come out again, socialists warned",protest,2000-10-12,2
bottom of the pack,pac,2000-10-12,2
republican feud fear as dissident is killed,republican,2000-10-13,2
stripping away shyness us soprano comes down to earth at lakes master class,house,2000-10-13,3
screens test well in the oriental fashion,protest,2000-10-13,2
master of the house,house,2000-10-13,3
house prices may be boiling again,house,2000-10-13,2
the house of mirth,house,2000-10-13,2
republican shot dead in west belfast,republican,2000-10-13,1
vauxhall aims for net gain in fresh car wars campaign,campaign,2000-10-13,3
super blooms,super,2000-10-14,2
east coast factfile,protest,2000-10-15,2
how young lives are wrecked by our tough cannabis laws,rallies,2000-10-15,2
dangerous parallels,rallies,2000-10-15,2
how do others rate your looks? click to find out,democrat,2000-10-15,2
tokyo police discover home sex videos at house of lucie suspect,house,2000-10-15,2
the power of protest: when anonymous figures wield massive influence,protest,2000-10-15,2
a house built on shifting sands,house,2000-10-15,2
a faustian pact with colin davis,pac,2000-10-16,1
oldman angered by democrat slant,democrat,2000-10-16,2
campaign media business round-up,campaign,2000-10-16,2
you can call me al,rallies,2000-10-16,2
speaker to us,house,2000-10-17,2
push for middle east accord  goes into second day,protest,2000-10-17,2
british human rights campaigner to be freed from burma,campaign,2000-10-17,2
hardliner quits us war against drugs,house,2000-10-17,2
protesters try to halt rise of fast-food giant in italy,protest,2000-10-17,2
milosevic allies sign up for slice of cabinet,rallies,2000-10-17,2
democracy day,democrat,2000-10-18,2
middle east crisis: what the papers are saying,protest,2000-10-18,2
super-cannes by jg ballard,super,2000-10-18,2
tbwa creates thomascook.com campaign,campaign,2000-10-18,2
bizarre campaign targets gun control,campaign,2000-10-18,1
bin laden taunts us,house,2000-10-18,2
opera house job application liable to hit sour note with the old guard,house,2000-10-18,1
elected mayor campaigns gather pace,campaign,2000-10-18,2
elected mayor campaigns gather pace,pac,2000-10-18,2
airline bars disability campaign chief with wheelchair,campaign,2000-10-19,2
big ideas drive china's quest for super status,super,2000-10-19,2
presidential film accused of favouring democrats,democrat,2000-10-19,2
more than just a smear campaign,campaign,2000-10-19,2
campaign round-up,campaign,2000-10-19,2
bbc buys animated sitcom that shook us,house,2000-10-19,2
st michael's tonsure given a rebranding,protest,2000-10-19,2
the gore-bush debates should be a lesson to us all,house,2000-10-19,1
al gore fights for his life,rallies,2000-10-19,2
the hell of high water is set to swamp us all,house,2000-10-20,1
d'arcy rolls out road safety campaign,campaign,2000-10-20,2
fuel protesters warned not to repeat blockade intimidation,protest,2000-10-20,2
wobbly history of us labour leader,house,2000-10-20,1
quality mark puts insurers to the test,protest,2000-10-21,2
self-catering en masse,senate,2000-10-21,2
champagne of revolution quick to go flat in valley of fear,campaign,2000-10-21,1
five different lives with one thing in common: they are over,rallies,2000-10-21,2
us halts turkey charges,house,2000-10-21,2
the lady who lives in a car,rallies,2000-10-21,2
activist urges burma protests,protest,2000-10-22,2
army will drive hgvs to beat fuel protests,protest,2000-10-22,2
faustian pact that could scupper gore,pac,2000-10-22,1
house of horrors,house,2000-10-22,2
campaign media business round-up,campaign,2000-10-23,2
public demands answers as an age of inquiries grapples with past failings,republican,2000-10-23,1
blair mooted lib dem coalition deal - ashdown,democrat,2000-10-23,2
white house for sale,house,2000-10-23,2
house master,house,2000-10-23,2
museums used to be dull and dusty places. then along came a man called frank gehry,house,2000-10-23,1
bush camp works hard to pull out california plum,campaign,2000-10-23,2
sun ra arkestra,democrat,2000-10-24,2
sun ra arkestra,rallies,2000-10-24,2
what lies beneath,rallies,2000-10-24,2
us praises blair for hi-tech successes,house,2000-10-24,2
house of ill repute,house,2000-10-24,2
this unbrave new world would be bad news for us,house,2000-10-24,1
protecting kids from chatroom chat-up,protest,2000-10-25,2
100 jobs axed at sales house,house,2000-10-25,2
clinton hints at middle east talks in washington,protest,2000-10-25,2
glaswegian mumbles his lines,rallies,2000-10-25,2
us roadshow wrestler found dead in hotel,house,2000-10-25,2
campaign round-up,campaign,2000-10-26,2
ministers misled public over bse,republican,2000-10-26,2
'all of us must accept our responsibilities',house,2000-10-26,2
trinity mirror new media names graham mead head of  ic network,republican,2000-10-26,2
protesters face action over attacks,protest,2000-10-26,2
demo leaders divided over tactics to force tax cut,democrat,2000-10-26,2
closed books and stilled lives,rallies,2000-10-26,2
patients in right to life test case allowed to die peacefully,protest,2000-10-26,1
pr week round-up,protest,2000-10-27,2
republicans hit by dirty tricks claim,republican,2000-10-27,2
'culture of secrecy' misled the public about risk of eating beef,republican,2000-10-27,2
private lives,rallies,2000-10-27,2
the us and europe haven't managed our world too well,house,2000-10-27,3
ivory coast riots claim 10 more lives,rallies,2000-10-27,2
the perfect house,house,2000-10-28,3
green houses that we can all warm to,house,2000-10-28,2
mod helicopter crashes in sea during sonar tests,protest,2000-10-28,2
house work,house,2000-10-28,2
union slams £7m teacher recruitment campaign,campaign,2000-10-30,2
campaign media business round-up,campaign,2000-10-30,2
british council pr junket criticised,protest,2000-10-30,2
prince of satire: why jon stewart's daily show is setting the agenda in the us election,house,2000-10-30,2
bnp plans covert role in fuel protest,protest,2000-10-30,2
us shift on independent kosovo angers allies,house,2000-10-30,2
us shift on independent kosovo angers allies,rallies,2000-10-30,2
gore wary as clinton rallies black vote,rallies,2000-10-30,2
widow ready to resurrect husband's senate bid,senate,2000-10-30,2
give us bbc cash says sky,house,2000-10-31,2
the return of the fuel crisis puts democracy in the dock,democrat,2000-10-31,1
space station crew near new home,pac,2000-11-01,2
st ivel spreads brands,protest,2000-11-01,2
heston shoots down al gore,rallies,2000-11-01,1
the tide has turned against the fuel protesters,protest,2000-11-01,2
would he do to us what he did to texas?,house,2000-11-01,2
prescott in full flood overwhelms hapless house,house,2000-11-01,2
a democrat dogged by the clinton factor,democrat,2000-11-01,2
campaign round-up,campaign,2000-11-02,2
wisdom fronts woolworths' christmas ad campaign,campaign,2000-11-02,2
white house race raises questions for britain,house,2000-11-02,2
straw: no concessions to fuel protesters,protest,2000-11-02,2
blair takes fight to fuel protesters,protest,2000-11-02,2
democrats bring on the comeback kid,democrat,2000-11-02,2
fuel protest website 'backed by bnp',protest,2000-11-03,3
priceline launches in uk with £2m online ad campaign,campaign,2000-11-03,2
race to white house reveals the big picture,house,2000-11-03,2
private lives,rallies,2000-11-03,2
scotland to try us style drug courts,house,2000-11-03,2
protest hauliers could lose licences,protest,2000-11-03,2
halifax sums up 30 years of rising house prices,house,2000-11-03,2
"thirty years of lies, deceit and trickery that robbed a people of their island home",rallies,2000-11-04,1
let us have patten neat,house,2000-11-04,3
fox among the lab rats,democrat,2000-11-04,2
labour's tough  tactics to halt fuel protest,protest,2000-11-05,1
"when the going gets tough, the feeble call pr",protest,2000-11-05,2
public spending is top priority,republican,2000-11-05,2
impresario's highland cottage burns down after hate campaign,campaign,2000-11-05,1
west end looks to east for next hit,protest,2000-11-05,2
floods set to sink price of houses,house,2000-11-05,2
net pornographers face harsher sentences,senate,2000-11-06,2
us presidential race too close to call,house,2000-11-06,2
campaign media business round-up,campaign,2000-11-06,2
bluewater unveils christmas ad campaign,campaign,2000-11-06,2
"it's politainment, with george 'n' al",rallies,2000-11-06,2
shelter attacks anti-begging campaign,campaign,2000-11-06,2
victory is in the blood for 'aristocratic' republican,republican,2000-11-06,1
republican website hacked as us voters go to polls,republican,2000-11-07,2
republican website hacked as us voters go to polls,house,2000-11-07,2
a true blue-blooded republican,republican,2000-11-07,3
saatchi's uses livingtone's bust for museum ads,house,2000-11-07,1
public backs away from fuel tax protests,republican,2000-11-07,2
public backs away from fuel tax protests,protest,2000-11-07,2
protesters' split deepens amid blockade retreat,protest,2000-11-07,2
from senate to school board - america goes to the polls,senate,2000-11-07,2
bin laden quits base to dodge us reprisal,house,2000-11-07,1
front-line ouse battlers braced again,house,2000-11-07,2
audience stages protest drama,protest,2000-11-07,2
