headlines,terms,dates,scores
why we rats  feel we  have to race,race,2000-09-08,2
will that old black magic ruin brown's best laid plans?,black,2000-09-08,1
the rat race,race,2000-09-08,2
innogy leads independent race,race,2000-09-10,2
wolves under a black cloud,black,2000-09-11,2
black to sell jerusalem post,black,2000-09-11,2
"ok, the cameras are ready, start the race",race,2000-09-11,2
nasdaq is no white knight,white,2000-09-12,2
let's save the race card for real racism,race,2000-09-12,1
jail halts killer's job with elderly,job,2000-09-12,2
20-year unemployment low,unemployment,2000-09-13,1
the second-division promotion race,race,2000-09-13,2
why salmon is leaving behind the hardest job in tv,job,2000-09-13,2
celltech moves into black,black,2000-09-13,2
"relatively speaking, time is 'nearly up' for future of human race",race,2000-09-13,2
selma celebrates electing first black mayor,black,2000-09-14,3
in brief: white teeth,white,2000-09-15,2
white teeth by zadie smith,white,2000-09-15,2
great job - shame about the company ployer,job,2000-09-16,2
great job - shame about the company ployer,unemployment,2000-09-16,2
women win payout for soldier's race abuse,race,2000-09-16,2
morgan resolves race row,race,2000-09-16,2
"race discrimination victim wins £25,000 over council equality job",race,2000-09-18,1
"race discrimination victim wins £25,000 over council equality job",discrimination,2000-09-18,1
"race discrimination victim wins £25,000 over council equality job",job,2000-09-18,1
clark joins race for speaker,race,2000-09-19,2
rsc casts black actor as english king for first time,black,2000-09-19,2
black kings are old hat,black,2000-09-20,2
married to the job,job,2000-09-20,2
"dixons call centre gives sheffield a 1,000-job fillip",job,2000-09-20,2
germany deports race hate victims,race,2000-09-21,3
when the manager's job became unmanageable,job,2000-09-22,2
scientist 'killed amazon indians to test race theory',race,2000-09-23,2
"brown doing a 'good job', insists prescott",job,2000-09-25,3
just the job,job,2000-09-25,2
olympic flop costs brazil coach his job,job,2000-09-27,2
hillary senate race: funding clash leaves public cold,race,2000-09-28,1
car makers race ahead of next crisis,race,2000-09-28,2
escape to a black and white world,black,2000-09-29,2
escape to a black and white world,white,2000-09-29,2
manchester united withdraws job offer,job,2000-09-29,2
are you addicted to your job?,job,2000-09-30,2
resisting the urge to take the first job that comes along,job,2000-09-30,2
black hole puts airtours in play,black,2000-09-30,1
bitter miss wales forced to take job in fish and chip shop,job,2000-09-30,2
black magic,black,2000-10-01,2
battered bbc wins olympic race,race,2000-10-01,2
smith on-line for abuse after ipswich demolition job,job,2000-10-02,1
now the race begins to get athens ready for 2004,race,2000-10-02,2
making the worst of a good job,job,2000-10-03,1
race to save emi-time warner deal,race,2000-10-06,2
us unemployment lowest for 30 years,unemployment,2000-10-07,2
how to ... take direct action and get the job you want,discrimination,2000-10-07,2
how to ... take direct action and get the job you want,job,2000-10-07,2
white gang on rampage,white,2000-10-08,2
why we must make more of 'black gold',black,2000-10-08,3
'i'm just not the man for this job',job,2000-10-09,2
doctor's abortion view 'cost him job',job,2000-10-09,2
city firm accused of race bias,race,2000-10-10,2
£lm for 16 weeks a year - the job that nobody wants,job,2000-10-10,2
how big money buys big votes in us race,race,2000-10-10,2
youth jailed for inventing race attack,race,2000-10-10,2
reuters faces discrimination and bullying case,discrimination,2000-10-11,2
eskandarian takes top job at new havas network,job,2000-10-12,2
matthew bannister: the wrong man in the wrong job?,job,2000-10-13,1
is  marco pierre white really the chef of the decade?,white,2000-10-13,2
wenger says no to england job,job,2000-10-13,1
union is harming my fight for job,job,2000-10-14,2
a job that turned into a lottery with no punters,job,2000-10-14,2
count me out of the england job,job,2000-10-15,2
mums' right to cut job hours is axed,job,2000-10-15,3
below the black belt,black,2000-10-15,2
race fears fuel rise of antwerp's own haider,race,2000-10-15,1
race and gender prove a hindrance,race,2000-10-16,2
'horse race' for express after new £100m bid,race,2000-10-16,2
labour slipping in the equality race,race,2000-10-16,2
plum job for welsh lib dems,job,2000-10-17,2
charles 'should have married black woman',black,2000-10-17,2
italian job,job,2000-10-17,2
falling unemployment threatens to end mpc unanimity,unemployment,2000-10-18,1
white out,white,2000-10-18,2
men in black sees off itv 9pm news special,unemployment,2000-10-18,2
men in black sees off itv 9pm news special,black,2000-10-18,2
prince 'should have black wife',black,2000-10-18,2
opera house job application liable to hit sour note with the old guard,job,2000-10-18,1
opera house job application liable to hit sour note with the old guard,white,2000-10-18,1
lifeline for race victims,race,2000-10-21,2
black day for crumbling palace,black,2000-10-22,2
must i take a pay cut after job swap?,job,2000-10-22,2
gregory's gall as villa lose ground in race for europe,race,2000-10-23,2
black may bid for express,black,2000-10-23,2
black and asian people obtain more degrees than whites. so why do so few get senior jobs?,black,2000-10-23,3
black and asian people obtain more degrees than whites. so why do so few get senior jobs?,white,2000-10-23,3
black and asian people obtain more degrees than whites. so why do so few get senior jobs?,job,2000-10-23,3
white house for sale,white,2000-10-23,2
race moves,race,2000-10-23,2
professor joseph black,black,2000-10-23,2
would you stay in a job for the shagpile?,job,2000-10-24,2
a race against time,race,2000-10-24,2
what makes him want the job?,job,2000-10-24,2
prisoner 'killed in race hate attack',race,2000-10-25,1
keeping a job,job,2000-10-25,2
short at odds on job hiring,job,2000-10-26,2
greens are the new black,black,2000-10-27,2
berlin's maestros out of tune in race row,race,2000-10-28,2
yule catto braced for job cuts,race,2000-10-28,2
yule catto braced for job cuts,job,2000-10-28,2
white stuff for boarders,white,2000-10-29,2
gore wary as clinton rallies black vote,black,2000-10-30,2
cricket club found woman 'unacceptable' in senior job,job,2000-10-31,1
what's the best way to get a new job?,job,2000-10-31,3
rugby league race ruling,race,2000-11-01,2
carlton calls for steward's inquiry in race rights row,race,2000-11-01,2
c4 and sky saddle up with £750m bid for race rights,race,2000-11-01,2
bolton jolted back into race for promotion,race,2000-11-01,2
macari is handed huddersfield job,job,2000-11-02,2
marseille job tempts cantona,job,2000-11-02,2
white house race raises questions for britain,white,2000-11-02,2
white house race raises questions for britain,race,2000-11-02,2
tv ads target discrimination against over-50s,discrimination,2000-11-02,1
back in the black - hamleys cuts pay off,black,2000-11-02,2
hillary's race gets tighter,race,2000-11-02,2
populist's bid for top job hits sour note with royal opera,job,2000-11-02,3
race to white house reveals the big picture,race,2000-11-03,2
race to white house reveals the big picture,white,2000-11-03,2
boots warns of more job losses,job,2000-11-03,1
foliage at the mandarin oriental hyde park hotel and john burton-race at the landmark hotel,race,2000-11-04,1
conrad black adds his name to express auction,black,2000-11-04,2
conrad black adds his name to express auction,discrimination,2000-11-04,2
viacom buys burgeoning black tv group,black,2000-11-04,2
new wave of invasions hits white farms,white,2000-11-04,2
gun lobby takes aim at white working class,white,2000-11-04,2
great white hope fulfilled at last,white,2000-11-04,3
savage helps taylor get back to the day job,job,2000-11-06,2
us presidential race too close to call,race,2000-11-06,2
'the best job in the world',job,2000-11-06,3
for sale - your job history,job,2000-11-06,2
a novel job,job,2000-11-06,2
