headlines,terms,dates,scores
another 3.8 million americans lose jobs as us unemployment continues to grow,job,2020-04-30,2
another 3.8 million americans lose jobs as us unemployment continues to grow,unemployment,2020-04-30,2
black death historian: 'a coronavirus depression could be the great leveller',black,2020-04-30,1
datablog: trump's courts takeover is male and white,white,2020-04-30,2
trump press secretary attacks china and who at first white house briefing,white,2020-05-01,2
dave kitson faces backlash from black players in bid to become head of pfa,black,2020-05-01,2
unemployment is ravaging america. trump should be worried for november,unemployment,2020-05-01,2
white house blocks fauci testimony as trump welcomes senate's return,white,2020-05-02,3
business leaders: extend furlough to avoid millions of job losses,job,2020-05-02,2
nk jemisin: 'it’s easier to get a book set in black africa published if you're white',black,2020-05-02,2
nk jemisin: 'it’s easier to get a book set in black africa published if you're white',white,2020-05-02,2
justin amash laments 'partisan death spiral' but insists white house run won't help trump,white,2020-05-03,1
"rupaul's drag race recap: season 12, episode 10: send in the clowns",race,2020-05-03,1
"'the police force desperately needs more black, brown and gay recruits'",race,2020-05-03,1
"'the police force desperately needs more black, brown and gay recruits'",black,2020-05-03,1
monday briefing: call for rent freeze as job losses loom,job,2020-05-04,2
why is the white house winding down the coronavirus taskforce?,white,2020-05-05,2
virgin atlantic job cuts were the only route to treasury coffers,job,2020-05-05,2
british sport faces devastating £700m black hole from covid-19 pandemic,black,2020-05-05,2
hollywood's jeremy pope: 'is there room for another black man like me?',black,2020-05-05,2
the englishman who lost his job after guiding new zealand to the olympics,job,2020-05-05,2
no 10 scientific advisers warned of black market in fake coronavirus test results,black,2020-05-05,1
why is it always the white nfl players who get a second chance?,white,2020-05-05,2
trump reverses course and says white house coronavirus taskforce will stay,white,2020-05-06,2
trump reverses course and says white house coronavirus taskforce will stay,race,2020-05-06,2
ahmaud arbery: anger mounts over killing of black jogger caught on video,black,2020-05-06,1
scott morrison wants australia to get back on the job. but what does a covid-safe workplace look like?,job,2020-05-06,2
georgia to consider charges in killing of unarmed black jogger as video emerges,black,2020-05-06,2
"black hole found 1,000 light years from earth",black,2020-05-06,1
'i don't want to give up': black-owned businesses face hurdles in getting stimulus loans,black,2020-05-06,1
‘i want to be a role model to the black community’: how detectives from ethnic minorities are inspiring young people,black,2020-05-06,3
"we need to build on the furlough scheme, not cut it, to avoid mass unemployment",unemployment,2020-05-07,1
"black people four times more likely to die from covid-19, ons finds",black,2020-05-07,1
"uk unemployment to double and economy to shrink by 14%, warns bank of england",unemployment,2020-05-07,1
"us unemployment rises another 3m, bringing total to 33m since pandemic began",unemployment,2020-05-07,2
"after coronavirus, black and brown people must be at the heart of britain's story",black,2020-05-07,2
coronavirus us live: decision to shelve reopening guidance reportedly came from highest levels of white house – as it happened,white,2020-05-08,2
labour urges extended eviction ban amid risk of huge job losses,job,2020-05-08,1
social distancing: new york police arresting black people at far higher rate,black,2020-05-08,3
ahmaud arbery is dead because americans think black men are criminals,black,2020-05-08,2
ahmaud arbery is dead because americans think black men are criminals,unemployment,2020-05-08,2
armed black citizens escort michigan lawmaker to capitol after volatile rightwing protest,black,2020-05-08,2
biden accuser tara reade calls for him to drop out of presidential race,race,2020-05-08,2
ahmaud arbery: former police officer and son charged in shooting of black jogger,black,2020-05-08,2
ahmaud arbery killing: man called 911 to report 'black male running' prior to shooting,black,2020-05-08,1
biden sexual assault accuser tara reade calls on him to drop out of 2020 race – as it happened,race,2020-05-08,1
"trump fumes as white house staffers test positive and death toll nears 80,000 – as it happened",white,2020-05-09,2
the week in radio and podcasts: nightwaves radio; no signal 10 v 10; race and covid-19;,race,2020-05-09,1
us job losses have reached great depression levels. did it have to be that way?,job,2020-05-09,3
"coronavirus us live: trump 'spooked' by white house cases as death toll nears 80,000 – as it happened",white,2020-05-10,2
police urged to justify use of stun guns against black men,black,2020-05-10,2
police urged to justify use of stun guns against black men,unemployment,2020-05-10,2
"rupaul's drag race recap: season 12, episode 11 – the queens whoopi it up",race,2020-05-10,1
unemployment due to covid-19 is surely worth more than a footnote,unemployment,2020-05-10,1
the seedling race gets under way,race,2020-05-10,2
global report: anthony fauci and two other white house covid-19 taskforce members to self-quarantine,white,2020-05-10,1
global report: anthony fauci and two other white house covid-19 taskforce members to self-quarantine,race,2020-05-10,1
"extend furlough scheme or face spiralling job losses, rishi sunak told",job,2020-05-11,1
no quarantine for mike pence despite rash of covid-19 cases in white house,white,2020-05-11,1
first thing: trump 'spooked' by white house covid-19 cases,white,2020-05-11,2
"yes, i know we're living in a black mirror episode. i still want dystopian tv, though",black,2020-05-11,2
the mermaid of black conch by monique roffey review – a fishy tale of doomed womanhood,black,2020-05-11,1
uk retailers warn of shop closures and job losses amid lockdown,job,2020-05-12,1
"alan jones: end for the shock-jock whose views on women, race and climate pandered to his tiny audience",race,2020-05-12,1
"tesla workers’ unemployment may be suspended if they don't return, emails show",unemployment,2020-05-12,2
"too black, too queer, too holy: why little richard never truly got his dues",black,2020-05-12,1
"race, women, climate: the recurring themes of alan jones's career",race,2020-05-12,2
the race for a vaccine: how trump's 'america first' approach hinders the global search,race,2020-05-12,2
long journey home: the stranded sailboats in a race to beat the hurricanes,race,2020-05-12,1
race to find homes for greyhounds as pandemic closes florida tracks,race,2020-05-12,2
"inua ellams: 'barber shops are a safe, sacred place for british black men'",black,2020-05-13,3
"tui warns of 8,000 job losses as travel firm faces 'greatest crisis'",job,2020-05-13,1
uk furlough q&a: all you need to know about the coronavirus job retention scheme,job,2020-05-13,2
the story of black nurses in the uk didn't start with windrush,black,2020-05-13,1
australian households face grim financial outlook as coronavirus unemployment rises,unemployment,2020-05-14,2
breonna taylor shooting: hunt for answers in case of black woman killed by police,black,2020-05-14,1
ba to press ahead with job cuts plans despite furlough extension,job,2020-05-14,2
carlos sainz to race for ferrari from 2021 as daniel ricciardo heads for mclaren,race,2020-05-14,2
news corp to issue ruby princess inquiry apology as unemployment jumps to 6.2% – as it happened,unemployment,2020-05-14,1
"unemployment rate in australia jumps to 6.2% due to covid-19 as 600,000 jobs lost",unemployment,2020-05-14,1
"unemployment rate in australia jumps to 6.2% due to covid-19 as 600,000 jobs lost",job,2020-05-14,1
white lines review – is it murder on the dancefloor in netflix's ibiza mystery?,white,2020-05-15,2
'economic duress is nothing new': can america's oldest black bookstore survive the pandemic?,black,2020-05-15,1
white lines: netflix’s absurd ibiza-set murder mystery is proper good,white,2020-05-15,1
"despite the horror of australia's unemployment numbers, we haven't reached the bottom yet",unemployment,2020-05-16,1
despite uk furlough scheme 6 million fear losing their job – study,job,2020-05-17,1
britain is at risk of 'returning to 80s levels of unemployment',unemployment,2020-05-17,2
"rupaul's drag race recap: season 12, episode 12 – what happens in vegas should stay in vegas",race,2020-05-17,1
ahmaud arbery: new focus on district attorney’s flawed prosecutions of black women,black,2020-05-17,2
home school competition celebrates black british history,black,2020-05-17,2
go rogue with white eyeliner squiggles,white,2020-05-17,2
five organisations in the race to develop a coronavirus vaccine,race,2020-05-18,2
the unemployment rate gets the headlines but it's underemployment we should look out for,unemployment,2020-05-18,1
the unemployment rate gets the headlines but it's underemployment we should look out for,unemployment,2020-05-18,1
"murder, mystery and a hit record: the unbelievable story of ike white",white,2020-05-18,2
"murder, mystery and a hit record: the unbelievable story of ike white",white,2020-05-18,2
tv tonight: the incredible story of ike white,white,2020-05-18,3
"global report: us unemployment could hit 25%, warns fed chairman, as japan enters recession",unemployment,2020-05-18,1
"global report: us unemployment could hit 25%, warns fed chairman, as japan enters recession",white,2020-05-18,1
"trump is taking hydroxychloroquine, white house confirms",white,2020-05-19,2
dana white says media are trying to sabotage ufc's return during covid-19,white,2020-05-19,2
"'by friday, we had a prototype': the race to create ventilators during the coronavirus pandemic",race,2020-05-19,2
can the las vegas raiders replace the fanaticism of the black hole?,black,2020-05-19,1
"uk unemployment rate is set to rocket, even with the furlough scheme",unemployment,2020-05-19,1
‘it’s done its job’: dan tehan flags end of free childcare under weight of increasing demand,job,2020-05-19,2
black skiers came to celebrate a historic milestone. covid-19 followed them home,black,2020-05-19,2
how do we stop an unemployment pandemic?,unemployment,2020-05-19,2
the latest slowdown of covid-19 job losses has been touted as good news. is it though?,job,2020-05-20,1
black americans dying of covid-19 at three times the rate of white people,black,2020-05-20,1
black americans dying of covid-19 at three times the rate of white people,white,2020-05-20,1
f1 ready to unveil eight-race european start to season from 5 july,race,2020-05-20,2
young people: tell us how rising unemployment rates are affecting you,unemployment,2020-05-20,3
white to williams: breakthrough players of the football league season,white,2020-05-20,3
the furlough scheme must be reformed to avoid mass unemployment,unemployment,2020-05-20,1
he opposed public lands and wildlife protections. trump gave him a top environment job,job,2020-05-20,3
'no one had any idea': contact tracers lack knowledge about covid-19 job,race,2020-05-20,1
'no one had any idea': contact tracers lack knowledge about covid-19 job,black,2020-05-20,1
'no one had any idea': contact tracers lack knowledge about covid-19 job,job,2020-05-20,1
australian researchers claim world first in global race to develop better solar panels,race,2020-05-21,2
australia could visit england for white-ball series in september,white,2020-05-21,1
us unemployment rises by 2.4m despite easing of coronavirus lockdowns,unemployment,2020-05-21,2
biden apologizes for saying voters who back trump 'ain't black',black,2020-05-22,2
black americans are in an abusive relationship with the democratic party,black,2020-05-22,2
"shearings coach travel owner slg collapses with 2,500 job losses",job,2020-05-22,1
keiyaa's lockdown listening: 'hope for black americans lies in the art we make',black,2020-05-22,3
rare white grizzly bear sighted in canadian rockies,white,2020-05-22,2
‘i can’t get any help’: disney world staff go weeks without unemployment benefits,unemployment,2020-05-22,2
"jake blount: spider tales review - instant classic reinstates folk's black, queer roots",black,2020-05-22,2
'inundated and overwhelmed': black undertakers struggle amid pandemic,black,2020-05-22,2
the fairest of them all by maria tatar review – the many faces of snow white,white,2020-05-23,1
thomasina miers' recipe for harissa-grilled mackerel with orange and black olive relish,black,2020-05-23,2
'america told us to get over it': black vietnam veterans hail spike lee film that finally tells their story,black,2020-05-23,2
white shelled eggs are selling in tesco for the first time in 40 years,white,2020-05-24,2
democratic vp contender demings slams trump 'gall' over biden black voters gaffe,black,2020-05-24,2
daniel abt guilty of using a ringer to drive for him in formula e esport race,unemployment,2020-05-24,2
daniel abt guilty of using a ringer to drive for him in formula e esport race,race,2020-05-24,2
daniel abt guilty of using a ringer to drive for him in formula e esport race,white,2020-05-24,2
daniel abt guilty of using a ringer to drive for him in formula e esport race,race,2020-05-24,2
"rupaul's drag race recap: season 12, episode 13 – a reunion in search of a studio",race,2020-05-24,1
"race, wealth and public spaces: us beaches are a new flashpoint of the lockdown",race,2020-05-24,3
chicago: black people are 30% of its population but 60% of its covid-19 deaths,black,2020-05-24,1
"the week in tv: white lines, little fires everywhere; horizon; becoming",white,2020-05-24,1
elon musk's crew dragon puts america back in the space race,race,2020-05-24,2
uk scientists want to infect volunteers with covid-19 in race to find vaccine,race,2020-05-24,2
all about albariño: spain’s great white wine,white,2020-05-24,3
bulldozer tactics see nrl win australia's race to return first,race,2020-05-25,3
how we met: 'he's so brave. i once saw him climb into a tree to save a black mamba',black,2020-05-25,3
latino workers face discrimination over spread of coronavirus in meat plants,discrimination,2020-05-25,2
'transcendentally boring': the joy of job simulation games,job,2020-05-25,1
video of white woman calling police on black man in central park draws outrage,white,2020-05-26,2
video of white woman calling police on black man in central park draws outrage,black,2020-05-26,2
johny pitts wins jhalak prize for 'beautiful' history of black europe,black,2020-05-26,3
bame people fined more than white population under coronavirus laws,white,2020-05-26,2
glampsite worker to lorry driver: meet the covid-19 job swappers,job,2020-05-27,2
bame campaigners urge uk government to tackle race inequalities after high covid toll,race,2020-05-27,2
'why did white men get to have all the fun?': the long road to diverse travel writing,white,2020-05-28,2
'why did white men get to have all the fun?': the long road to diverse travel writing,unemployment,2020-05-28,2
jobless america: the coronavirus unemployment crisis in figures,job,2020-05-28,2
jobless america: the coronavirus unemployment crisis in figures,unemployment,2020-05-28,2
us job losses pass 40m as coronavirus crisis sees claims rise 2.1m in a week,job,2020-05-28,1
"as 100,000 die, the virus lays bare america's brutal fault lines – race, gender, poverty and broken politics",race,2020-05-28,1
bayern end title race and reaffirm game's significance in strange times,race,2020-05-28,1
my community loved dad until he retired from football and needed a job,job,2020-05-28,3
video of minnesota man threatening to call police on black entrepreneurs goes viral,black,2020-05-28,2
the guardian view on wage subsidies: unemployment costs too,unemployment,2020-05-29,2
gareth taylor calls decision to apply for manchester city women job 'no-brainer',job,2020-05-29,2
birds of a white feather flock together: albino pheasant sightings across the uk,white,2020-05-29,2
the minnesota paradox: how race divides prosperous minneapolis,race,2020-05-29,2
black cnn reporter arrested on air at protests over george floyd killing,black,2020-05-29,2
sick of sauvignon blanc? try these dry white wines instead,white,2020-05-29,2
the collapse of coal: pandemic accelerates appalachia job losses,job,2020-05-29,1
"'free drinks, drugs, boys': what happens next for rupaul's drag race winners",race,2020-05-29,2
'coag is no more': national cabinet here to stay with focus on post-covid job creation,discrimination,2020-05-29,1
'coag is no more': national cabinet here to stay with focus on post-covid job creation,job,2020-05-29,1
coronavirus job losses in australia mapped by electorate,job,2020-05-29,1
vincent kompany turns down assistant coach job at manchester city,job,2020-05-30,1
policing in the us is not about enforcing law. it’s about enforcing white supremacy,white,2020-05-30,1
atlanta police chief says 'black lives being diminished' as floyd protests grow,black,2020-05-30,2
rupaul's drag race recap: season 12 finale – she's a winner baby!,race,2020-05-30,1
taylor swift accuses trump of 'stoking the fires of white supremacy and racism',white,2020-05-30,2
f1 plan for qualifying race with reverse grid faces mercedes opposition,race,2020-05-31,2
being black while in nature: 'you’re an endangered species',black,2020-05-31,2
what the arrest of a black cnn journalist on air taught us,black,2020-05-31,2
german white wines for summer,white,2020-05-31,2
george floyd: protesters clash with secret service as unrest comes to the white house,white,2020-05-31,3
uk protesters accuse police of targeting black people during lockdown,black,2020-06-01,2
government fails to distance dominic cummings from sex discrimination case,discrimination,2020-06-01,1
george floyd: fires burn near white house as us-wide protests rage – as it happened,white,2020-06-01,1
'i'm worried i'm not going to get a job': meet the corona class of 2020,job,2020-06-01,1
trump fled to bunker as protests over george floyd raged outside white house,white,2020-06-01,2
australian universities facing $16bn black hole as covid-19 student numbers plummet,black,2020-06-02,2
the guardian view on a covid-19 parliament: unable to do its job,job,2020-06-02,2
newcastle's deandre yedlin feels us is an unsafe place for a young black man,black,2020-06-02,2
blackout tuesday: black squares dominate social media and spark debate,black,2020-06-02,1
blackout tuesday: black squares dominate social media and spark debate,black,2020-06-02,1
an all black desmond elliott shortlist shows the future is here - and it is in good hands,black,2020-06-02,3
grindr dating app removes ethnicity filter to support black lives matter,black,2020-06-02,2
killing of kurd in turkey sparks discrimination accusations,discrimination,2020-06-02,1
david squires on … norway v england and graham taylor's impossible job,job,2020-06-02,1
"in 1919, the state failed to protect black americans. a century later, it's still failing",black,2020-06-02,1
two remaining bidders for virgin australia face race against time to complete deal,race,2020-06-02,2
why has mrs letitia sage put on her white fur mantle? the great british art quiz,white,2020-06-02,2
protesting from a pedestal: ‘no one can ignore a black woman on a horse’,black,2020-06-02,1
joshua kimmich wants white players to join black teammates' protests,white,2020-06-03,2
joshua kimmich wants white players to join black teammates' protests,black,2020-06-03,2
"prepare for 1980s-level unemployment, former chancellors warn",unemployment,2020-06-03,1
"rolls-royce confirms locations of first 3,000 uk job losses",job,2020-06-03,1
"uk coronavirus: 'many, many job losses' are 'inevitable', boris johnson says – as it happened",job,2020-06-03,1
nsw race hate laws not used in two years since introduction,race,2020-06-03,1
brazil official recorded calling black rights movement ‘scum’,black,2020-06-03,1
the perils of being black in public: we are all christian cooper and george floyd,black,2020-06-03,3
pmqs verdict: boris johnson attacks keir starmer for doing his job,job,2020-06-03,2
met police twice as likely to fine black people over lockdown breaches – research,black,2020-06-03,2
"black lives shattered: outrage as boy, 14, is brazil police's latest victim",black,2020-06-03,1
steve king: republican congressman known for racist rhetoric loses primary race in iowa,race,2020-06-03,1
race relations charity criticised over attacks on prevent and mp,race,2020-06-04,2
race relations charity criticised over attacks on prevent and mp,unemployment,2020-06-04,2
