headlines,terms,dates,scores
tories pledge immigrant quotas,migrant,2004-09-22,2
baghdad car bomb kills 11,card,2004-09-22,1
scrap asylum camp plans,asylum,2004-09-22,2
mexico's madonna free at last in climax to real-life soap,mexico,2004-09-23,2
dear anna,border,2004-09-23,2
russia seeks un terror listing for chechens,undocumented,2004-09-24,2
ruined by r ratings,immigration,2004-09-24,2
ruined by r ratings,border,2004-09-24,2
ruined by r ratings,deport,2004-09-24,2
ruined by r ratings,refugee,2004-09-24,2
ruined by r ratings,migrant,2004-09-24,2
ruined by r ratings,green,2004-09-24,2
ruined by r ratings,card,2004-09-24,2
'he echoes the rants of the populist press',migrant,2004-09-24,2
eu asylum list prompts human rights fears,asylum,2004-09-27,1
mexican firm buys rmc for £2.3bn,mexico,2004-09-28,2
'beyond emergency' say doctors as un refugee chief presses for peace talks,undocumented,2004-09-28,2
'beyond emergency' say doctors as un refugee chief presses for peace talks,refugee,2004-09-28,2
light rations,immigration,2004-09-29,2
the backbencher: geek chic,refugee,2004-09-29,2
speech triggers whitehall action,immigration,2004-09-29,2
dear anna,border,2004-09-30,2
border controls for student shangri-la,border,2004-10-01,2
dear weekend,border,2004-10-01,2
23 killed in israeli raid on refugee camp,refugee,2004-10-01,2
italy suffers rush of smuggled migrants,migrant,2004-10-02,1
postcards from the edge,card,2004-10-02,2
tories plan 'timetable for action',immigration,2004-10-03,2
"calm down, dear",border,2004-10-04,2
italy deports hundreds of asylum seekers,deport,2004-10-04,2
italy deports hundreds of asylum seekers,asylum,2004-10-04,2
blunkett refugee plan misfires,refugee,2004-10-04,2
death toll among asylum seekers highlighted,asylum,2004-10-04,2
davis plans school drugs crackdown,visa,2004-10-06,2
"rehab or jail, davis warns addicts",visa,2004-10-06,2
mexican village plagued by rats calls in the cats,mexico,2004-10-07,2
three explosions near israel-egypt border,border,2004-10-07,2
green is the new black,green,2004-10-07,2
tory alarm at immigration plans,immigration,2004-10-07,3
tory alarm at immigration plans,migrant,2004-10-07,3
dover beach reclaimed in prizewinning poem of migrants' england,migrant,2004-10-07,2
"4,000 refugees believed drowned at sea every year",refugee,2004-10-08,1
asylum seeker support scheme scoops guardian award,asylum,2004-10-08,2
schools open in sudanese refugee camps,refugee,2004-10-08,2
asylum advisers face axe,asylum,2004-10-11,2
rejected refugees 'suffering abuse',refugee,2004-10-11,2
"israel could become pariah state, warns report",deport,2004-10-14,1
of god and greenbacks,green,2004-10-16,2
latino nation,immigration,2004-10-16,2
greenspan warns on oil price rise,green,2004-10-16,2
the natural order of things,border,2004-10-16,2
"in iraq, the peaceful south gets deadlier with every day",south,2004-10-18,2
home office due to deport 'ill men',deport,2004-10-18,2
housing policy goes south,south,2004-10-20,2
ruling exposes immigration loophole,immigration,2004-10-20,2
ruling exposes immigration loophole,migrant,2004-10-20,2
pair who robbed sylvia syms get 15 months' jail,visa,2004-10-21,2
a voiceless generation,immigration,2004-10-21,2
inquiry into greenfield homes plan,green,2004-10-21,2
somali refugees forced to leave uk,refugee,2004-10-24,1
eu asylum plan 'best of both worlds',asylum,2004-10-25,2
sainsbury's launches 12-month interest-free card,card,2004-10-25,3
can the bank raid my account to pay off my card bill?,card,2004-10-26,2
blunkett claims eu victory on asylum,asylum,2004-10-26,2
blunkett changes id card scheme,card,2004-10-27,2
"in the deep south, salad comes with fried chicken and race comes with everything",south,2004-10-27,2
tories housing strategy 'comes close to playing race card',card,2004-10-28,2
film to focus on chinese migrants,migrant,2004-10-29,2
the green consumer,green,2004-10-29,2
universities warn against visa price rise,visa,2004-10-29,2
appeal court allows asylum centre,asylum,2004-10-29,2
cardiff left blue by neighbourly tiff,card,2004-10-30,2
housing and the race card,card,2004-10-30,2
migrants 'key to pension crisis',migrant,2004-11-01,2
'most vulnerable' refugees arrive under new scheme,refugee,2004-11-01,2
australians hail new star as clarke lives out his baggy green dream,green,2004-11-02,2
