,Unnamed: 0,Unnamed: 0.1,created_at,text,id,user_id,user_loc,user_followers,user_lang,user_time_zone,retweet_count,fav_count,scores
21,21,21,Wed May 27 23:59:56 +0000 2020,"RT @iamwandasykes: Oh! Hey Chachi.  Apologies, I didn’t see you.  I’ll keep it short.  Joe Biden didn’t say, “Then you ain’t an ape.” 

Wel…",1265794900093595648,716638867026108416,,1329,,,0,0,2
22,22,22,Wed May 27 23:59:55 +0000 2020,@tossas_laura @RobertsJanna @TalbertSwan @SexCounseling @realDonaldTrump I know u hate the president but listen to… https://t.co/sBrCqqMjAV,1265794898961281027,832332392518021124,,3137,,,0,0,2
23,23,23,Wed May 27 23:59:55 +0000 2020,"RT @iamwandasykes: Oh! Hey Chachi.  Apologies, I didn’t see you.  I’ll keep it short.  Joe Biden didn’t say, “Then you ain’t an ape.” 

Wel…",1265794898482958336,16531257,La La Land,8026,,,0,0,2
24,24,24,Wed May 27 23:59:55 +0000 2020,"RT @KrampLiz: Just one more blunder from the dark side. What’s really interesting is the fact that is, he just keeps gettin worse. Just a d…",1265794898172628993,866854766067933184,"Mission Viejo, CA",40757,,,0,0,1
25,25,25,Wed May 27 23:59:55 +0000 2020,RT @mitchellvii: The DNC cannot allow Joe Biden to debate President Trump.,1265794897904381953,814797219501113345,"Plant City, FL",3666,,,0,0,1
26,26,26,Wed May 27 23:59:55 +0000 2020,"RT @davidsirota: Biden is being advised by @RahmEmanuel, whose administration covered up a police murder of a kid; and @LHSummers who destr…",1265794897035931649,1924400460,"Dallas, TX",138,,,0,0,1
27,27,27,Wed May 27 23:59:54 +0000 2020,"RT @HardballChris: I recall the courage of a 29 year-old who took on an unbeatable US senator, who, when his wife and daughter were killed,…",1265794894511190020,4872028557,"Florida, USA",1667,,,0,0,3
28,28,28,Wed May 27 23:59:54 +0000 2020,"RT @RyanAFournier: Why isn’t Twitter fact-checking the endless “Russian Collusion” bullshit spewed by 

Adam Schiff

Nancy Pelosi

Joe Bide…",1265794893382856705,4837223325,"Louisiana, USA",240,,,0,0,2
29,29,29,Wed May 27 23:59:54 +0000 2020,"RT @iamwandasykes: Oh! Hey Chachi.  Apologies, I didn’t see you.  I’ll keep it short.  Joe Biden didn’t say, “Then you ain’t an ape.” 

Wel…",1265794893152206852,2739395681,"Atlanta, GA",5231,,,0,0,2
30,30,30,Wed May 27 23:59:54 +0000 2020,"RT @GOPChairwoman: Joe Biden may have forgotten some of the scandals of the Obama/Biden administration.
 
But the American people have not.…",1265794892598521857,933062019225391105,,382,,,0,0,1
31,31,31,Wed May 27 23:59:54 +0000 2020,RT @LionelMedia: Who owns Joe Biden?,1265794891445084163,368586359,"Hopedale,Ohio",3403,,,0,0,2
32,32,32,Wed May 27 23:59:53 +0000 2020,@MrJason979 @Trumpdefender8 @BidenWarRoom @realDonaldTrump Joe Biden would get destroyed by @realDonaldTrump and… https://t.co/x4KNuCCDhl,1265794890732011520,919001595538526208,inside your head,410,,,0,2,2
33,33,33,Wed May 27 23:59:53 +0000 2020,"RT @biden_brigade: @BidenWarRoom @realDonaldTrump 100,000 dead Americans. One wrong president. 

RT Pls

https://t.co/2Cn7WZXQjq",1265794890212028416,837967879966494720,,11,,,0,0,1
34,34,34,Wed May 27 23:59:53 +0000 2020,RT @mdnij34: Will you vote for Biden no matter who he chooses as a running mate?,1265794890123948033,2163248447,,2051,,,0,0,2
35,35,35,Wed May 27 23:59:53 +0000 2020,RT @JediofGallifrey: Joe biden could shit himself in the middle of 5th avenue and not lose a single supporter,1265794889435971585,2321288684,,1244,,,0,0,1
36,36,36,Wed May 27 23:59:53 +0000 2020,RT @rising_serpent: Richard Grenell did more for the country in 3 months than Joe Biden did in 46 years of being an elected official. https…,1265794888840478724,20844257,"Huntington, NY Long Beach NY",31114,,,0,0,1
37,37,37,Wed May 27 23:59:53 +0000 2020,Vibin w Biden 😎. We got locked in the meat freezer please help,1265794887837859840,28681631,"Los Angeles, CA",931,,,0,0,2
38,38,38,Wed May 27 23:59:53 +0000 2020,RT @TheRightMelissa: @realDonaldTrump Twitter forgot to fact check Joe Biden’s assertion that millions of black people are not black unless…,1265794887406010372,1253950748817268736,,73,,,0,0,2
39,39,39,Wed May 27 23:59:53 +0000 2020,Waiting for a hot take from Biden on the George Floyd shit: https://t.co/Lqk7wqizOq,1265794887015821312,415934328,,15705,,,0,0,2
40,40,40,Wed May 27 23:59:52 +0000 2020,"RT @Patrici15767099: Joe Biden's 1994 Crime Bill
                 Vs

Donald Trump’s 2018 Prison Reform Bill (First Step Act)…",1265794886118322184,1114426661741768704,,327,,,0,0,2
41,41,41,Wed May 27 23:59:52 +0000 2020,"@howardks1 @recj50 YOU said you don't support a lying (EX: 3 degrees,arrested in south Africa...), racist (EX: segr… https://t.co/2orxraRQok",1265794885338066944,1046143608468860929,"Hawaii, USA",153,,,0,0,1
42,42,42,Wed May 27 23:59:52 +0000 2020,We know who Biden owns.... https://t.co/aDRarrOYNc,1265794884943769600,820808196956655616,Home Of The Brave,110007,,,5,13,2
43,43,43,Wed May 27 23:59:52 +0000 2020,"RT @seanhannity: BIDEN: Obama ‘Put Me in Charge of the Recovery Money, Which was 800… No. 80. 89. I guess 84 Billion’ https://t.co/ihQdFaFX…",1265794884109205504,154747552,"Tahlequah, OK",374,,,0,0,1
44,44,44,Wed May 27 23:59:52 +0000 2020,"RT @CapehartJ: Why black voters don’t want Biden to choose Amy Klobuchar. 
https://t.co/IJbsukd2TB",1265794884017041410,1212704138569510913,,9,,,0,0,2
45,45,45,Wed May 27 23:59:52 +0000 2020,@JGaffneyUSN @JoeBiden Oh barf. Welcome to the Idiots For Biden Club. You’re in!,1265794883681468416,2940937415,Brian Head Utah,134,,,0,1,1
46,46,46,Wed May 27 23:59:52 +0000 2020,"RT @ABC: Prosecutors open probe into whether Biden accuser Tara Reade lied under oath in court appearances.

The move comes after new quest…",1265794883672920065,334505800,,266,,,0,0,3
47,47,47,Wed May 27 23:59:51 +0000 2020,"@SamanthaWlsn @JoeBiden @VP If story matters, they're the ones with the most powerful shared story. If ethics and c… https://t.co/OjCMaBaFxu",1265794882439954433,1229498859392356353,"Greensboro, North Carolina",685,,,0,0,3
48,48,48,Wed May 27 23:59:50 +0000 2020,RT @Martina: Guy Who Suggested Injecting Lysol Is Trying To Make Opponent’s Gaffes A Big Deal https://t.co/BYxB6B3rkr,1265794878321106944,1087861375752421378,"Chicago, IL",256,,,0,0,2
49,49,49,Wed May 27 23:59:50 +0000 2020,"Si j’étais citoyen Américain, jamais ! Je n’aurais voté pour un monsieur comme Joe Biden, un manipulateur qui veut… https://t.co/fNYvMeZ3gE",1265794875083161600,1430257928,"Abidjan, Côte d'Ivoire",176,,,0,0,2
50,50,50,Wed May 27 23:59:50 +0000 2020,@realDonaldTrump Keep it up trump. You are making the Biden win easier by the day. Obama was a great President and is a great man.,1265794874219118592,1228301263466565633,"Viera East, FL",170,,,0,0,3
51,51,51,Wed May 27 23:59:49 +0000 2020,"RT @Gina4DJT2020: GTFO‼

Biden~The most racist man in Washington who just cost the Democrats 1,000's more Black votes wants to know why 
➡️…",1265794873359245313,455403624,,7076,,,0,0,1
52,52,52,Wed May 27 23:59:49 +0000 2020,RT @pattonspotting: What kind of deli would call the police for “forgery in progress”? What forged documents? Would a deli normally call th…,1265794873346732033,108175231,United States,1368,,,0,0,2
53,53,53,Wed May 27 23:59:49 +0000 2020,"RT @iamwandasykes: Oh! Hey Chachi.  Apologies, I didn’t see you.  I’ll keep it short.  Joe Biden didn’t say, “Then you ain’t an ape.” 

Wel…",1265794872667070465,1084204250,"Tucson, AZ",3686,,,0,0,2
54,54,54,Wed May 27 23:59:49 +0000 2020,"RT @GOPChairwoman: Joe Biden may have forgotten some of the scandals of the Obama/Biden administration.
 
But the American people have not.…",1265794872583340032,3378134893,Driftwood Bay ,714,,,0,0,1
55,55,55,Wed May 27 23:59:49 +0000 2020,"RT @QuaintonLaw: @WalkerBragman How does any of this prove she is lying about what happened with Joe Biden? Is this the new ""believe women""…",1265794872352608257,495602226,America the Miserable,4651,,,0,0,2
56,56,56,Wed May 27 23:59:49 +0000 2020,"RT @Jamierodr14: TRUTH 

The Dems will do anything to make sure Biden Wins

Cheating by mail will accomplish that

Thank you President @rea…",1265794872155480065,26757409,"Bradenton, Fl",564,,,0,0,3
57,57,57,Wed May 27 23:59:49 +0000 2020,@realDonaldTrump did Twitter put out the tweets or people who use twitter seen china on Twitter seen alot on Google… https://t.co/aj7hJZy8t8,1265794871811596298,1256965068002136071,,10,,,0,0,1
58,58,58,Wed May 27 23:59:49 +0000 2020,RT @Thomas1774Paine: ICYMI - Joe Biden Calls Out Amazon. Amazon Torches Him In Statement. https://t.co/HmyVlKzScw,1265794871383728129,854780625340964864,Delaware,2316,,,0,0,2
59,59,59,Wed May 27 23:59:49 +0000 2020,"RT @keithedwards: “I realize a Democrat needs to have just one simple thing to win my vote. That’s called a heartbeat.”

cc: ⁦@ProjectLinco…",1265794871291293696,826158517195329537,,431,,,0,0,3
60,60,60,Wed May 27 23:59:49 +0000 2020,@jameshohmann Those medals are worthless now. When President Biden takes over in January the lowlifes who received… https://t.co/LMssE4W1I0,1265794870599462912,1172104689053306880,,55,,,0,0,1
61,61,61,Wed May 27 23:59:49 +0000 2020,"RT @LadyLubberty: Biden doing his best to tank his campaign, but somehow it just keeps rolling on https://t.co/nLxFzsCfY8",1265794870532177920,24222232,Carlsbad,4770,,,0,0,3
62,62,62,Wed May 27 23:59:49 +0000 2020,RT @thebradfordfile: Has any journalist bothered to ask his campaign if Joe Biden has been tested for dementia?,1265794870448447496,729344966,Forever Houstonian in NC now,14359,,,0,0,2
63,63,63,Wed May 27 23:59:48 +0000 2020,"@asheborn57 #top tier to pols
Cheney to haliburton 
Biden to son Hunter
Dont forget the carpets 
Dont forget the ca… https://t.co/2gZnDieuy8",1265794869546622976,1033764773698129921,,1244,,,0,0,1
64,64,64,Wed May 27 23:59:48 +0000 2020,"RT @TheBabylonBee: Biden Clarifies: 'I Like All Races, Even The Bad Ones' https://t.co/2dGHuZkVd8",1265794869127151616,20206617,Forest Virginia,1411,,,0,0,2
65,65,65,Wed May 27 23:59:48 +0000 2020,RT @TheRightMelissa: @realDonaldTrump Twitter forgot to fact check Joe Biden’s assertion that millions of black people are not black unless…,1265794868833669120,173242630,Shadowbanned Conservative FedUp,1882,,,0,0,2
66,66,66,Wed May 27 23:59:47 +0000 2020,"RT @GOPChairwoman: Joe Biden may have forgotten some of the scandals of the Obama/Biden administration.
 
But the American people have not.…",1265794865649971200,822644074150764545,,5295,,,0,0,1
67,67,67,Wed May 27 23:59:47 +0000 2020,RT @realDonaldTrump: Joe Biden’s handling of the H1N1 Swine Flu was a complete and total disaster. Even polls on the matter were terrible!,1265794865343987712,842471929743327233,"This is about everyones rights and preserving America , unless you are offering to support those things, dont bother me, busy supporting #Trump2020",6463,,,0,0,2
68,68,68,Wed May 27 23:59:47 +0000 2020,"RT @BadJohnBrown: Joe Biden lies multiple times every day about verifiable facts &amp; the media rarely calls him out. Yes, I know that Trump i…",1265794865289453568,2393300419,United States,1529,,,0,0,2
69,69,69,Wed May 27 23:59:47 +0000 2020,Thank you VP Biden. That was surely needed https://t.co/md3qFPaHBJ,1265794865138487303,235963141,"Atlanta, Georgia",1,,,0,0,2
70,70,70,Wed May 27 23:59:47 +0000 2020,"RT @iamwandasykes: Oh! Hey Chachi.  Apologies, I didn’t see you.  I’ll keep it short.  Joe Biden didn’t say, “Then you ain’t an ape.” 

Wel…",1265794863674638342,2853530953,"Tennessee, USA",508,,,0,0,2
71,71,71,Wed May 27 23:59:47 +0000 2020,RT @TheRightMelissa: Why didn’t #TwitterFactCheck fact check Joe Biden when he told millions of black people #YouAintBlack if they don’t fo…,1265794862328225794,243417928,"Georgia, USA",135,,,0,0,2
72,72,72,Wed May 27 23:59:47 +0000 2020,"RT @QTAnon1: @JoeBiden I don't always talk to Biden voters. 

But when I do, I ask for large fries.",1265794861879394304,803658512287076352,United States,7479,,,0,0,1
73,73,73,Wed May 27 23:59:46 +0000 2020,"RT @File411: I am so MAD

Like white hot red-rum mad and then someone texted me @JoeBiden video

And now I’m rage crying. 
It’s like fugly…",1265794859778048003,108646838,Texas,12847,,,0,0,1
74,74,74,Wed May 27 23:59:46 +0000 2020,"RT @HardballChris: I recall the courage of a 29 year-old who took on an unbeatable US senator, who, when his wife and daughter were killed,…",1265794859060862986,275365185,,32,,,0,0,3
75,75,75,Wed May 27 23:59:46 +0000 2020,"RT @Sam2323_43433: Turner: Biden Bows To Radical Left By Pledging To Cancel Keystone XL Pipeline
😡😡😡😡
If Wins In Nov, He Will Dramatically…",1265794858691833857,2506105998,,67678,,,0,0,1
76,76,76,Wed May 27 23:59:46 +0000 2020,RT @dilanpcook: Joe Biden shit himself on live tv and he can barely talk. This is just sad. Jill should be ashamed of herself.,1265794858293346307,1156294785155686401,,299,,,0,0,1
77,77,77,Wed May 27 23:59:46 +0000 2020,@BurtOpinionated @BSmith85687200 @Runningwithjee2 @for_viv @BMWRiderADV @charliekirk11 I saw the transcript he neve… https://t.co/mMv4L1jmXD,1265794857953636352,1103461018846576640,,1115,,,0,2,2
78,78,78,Wed May 27 23:59:45 +0000 2020,@JoeBiden Love you Biden can't wait until November,1265794856179380225,1192140294030016513,"Latrobe, PA",5,,,0,0,3
79,79,79,Wed May 27 23:59:45 +0000 2020,"RT @PatTheBerner: Me: It's hard to imagine that Joe Biden could be any less inspiring.

Joe Biden: Sharts on TV.",1265794855625777153,718493279663165441,,119,,,0,0,1
80,80,80,Wed May 27 23:59:45 +0000 2020,"RT @DonnaWR8: I love how liberals act like they want #MailInVoting so the ‘voter’ wont be disenfranchised. 

If Democrats cared AT ALL abou…",1265794854820278272,992489638408347648,,1339,,,0,0,2
81,81,81,Wed May 27 23:59:45 +0000 2020,RT @DisappeariodDX: @ProudSocialist @Jacob_Frey @MikeFreemanHCA Great news! No thanks to Biden or “resistance” neoliberal centrists or the…,1265794854711328768,1228126878696910848,"Pittsburgh, PA",1082,,,0,0,2
82,82,82,Wed May 27 23:59:45 +0000 2020,"RT @goodyweaver: I wish there was a way to block all Biden voters without having to make my account private. Christ, they aren't just insuf…",1265794853767647233,722918687032938496,South Kingstown RI,1238,,,0,0,1
83,83,83,Wed May 27 23:59:44 +0000 2020,"RT @kylegriffin1: Morning Consult/Politico poll:

Among 9 women reportedly in the mix to be Biden's VP, Sen. Elizabeth Warren would have th…",1265794852152803331,16551206,Little Rock,1552,,,0,0,2
84,84,84,Wed May 27 23:59:44 +0000 2020,"@JoeBiden Thank you, Mr. Biden.",1265794851896877056,864704332666511360,"California, USA",10,,,0,0,2
85,85,85,Wed May 27 23:59:44 +0000 2020,"RT @HardballChris: I recall the courage of a 29 year-old who took on an unbeatable US senator, who, when his wife and daughter were killed,…",1265794851846660102,800426148215681024,"Virginia, USA",99,,,0,0,3
86,86,86,Wed May 27 23:59:44 +0000 2020,@YAForJoeBiden @JoeBiden @realDonaldTrump Oh barf. Welcome to the Idiots For Biden Club. You’re in!,1265794849229373451,2940937415,Brian Head Utah,134,,,0,1,1
87,87,87,Wed May 27 23:59:43 +0000 2020,"RT @iamwandasykes: Oh! Hey Chachi.  Apologies, I didn’t see you.  I’ll keep it short.  Joe Biden didn’t say, “Then you ain’t an ape.” 

Wel…",1265794848881246213,258933158,Washington DC,106,,,0,0,2
88,88,88,Wed May 27 23:59:43 +0000 2020,"RT @HardballChris: I recall the courage of a 29 year-old who took on an unbeatable US senator, who, when his wife and daughter were killed,…",1265794848130568194,894196948923711488,,4,,,0,0,3
89,89,89,Wed May 27 23:59:43 +0000 2020,"RT @iamwandasykes: Oh! Hey Chachi.  Apologies, I didn’t see you.  I’ll keep it short.  Joe Biden didn’t say, “Then you ain’t an ape.” 

Wel…",1265794847253819392,47863751,"Sierra Vista, AZ, USA",127,,,0,0,2
90,90,90,Wed May 27 23:59:43 +0000 2020,@Fanne1Stephanie @realDonaldTrump If Biden has the “blacks” by 60% that’s 30% less than any Dem for decades. It’s n… https://t.co/ek1biWhtps,1265794846293458944,1166023666733322241,"Florida, USA",125,,,0,0,1
91,91,91,Wed May 27 23:59:43 +0000 2020,@washingtonpost Biden is correct.,1265794845479559168,880792907489333249,"California, USA",1892,,,1,18,2
92,92,92,Wed May 27 23:59:43 +0000 2020,How would the Biden family support themselves? https://t.co/FX56o5fJuq,1265794844989014016,3118693213,"Denver, CO",2231,,,0,1,2
93,93,93,Wed May 27 23:59:42 +0000 2020,RT @TheRightMelissa: @realDonaldTrump Twitter forgot to fact check Joe Biden’s assertion that millions of black people are not black unless…,1265794843449585665,807075516125626368,"Utah, USA",567,,,0,0,2
94,94,94,Wed May 27 23:59:42 +0000 2020,"@biggsanon After 47 years in Washington, Joe Biden just doesn't make sense!

He is on the wrong side of history.

H… https://t.co/uEqk7Ovn11",1265794843353190400,2500487202,"New York, USA",40,,,1,1,1
95,95,95,Wed May 27 23:59:42 +0000 2020,"RT @keithedwards: “I realize a Democrat needs to have just one simple thing to win my vote. That’s called a heartbeat.”

cc: ⁦@ProjectLinco…",1265794843089002497,2300242908,,2287,,,0,0,3
96,96,96,Wed May 27 23:59:42 +0000 2020,"RT @iamwandasykes: Oh! Hey Chachi.  Apologies, I didn’t see you.  I’ll keep it short.  Joe Biden didn’t say, “Then you ain’t an ape.” 

Wel…",1265794843055398912,819274405536813065,#NYC,19519,,,0,0,2
97,97,97,Wed May 27 23:59:42 +0000 2020,"@ScottAdamsSays I still think the VP pick is going to be Hispanic. Even with Biden's ""you ain't black"" gaffe, the D… https://t.co/BeqUS1r7s8",1265794841969074177,1030967148,,6,,,0,0,2
98,98,98,Wed May 27 23:59:42 +0000 2020,"RT @HardballChris: I recall the courage of a 29 year-old who took on an unbeatable US senator, who, when his wife and daughter were killed,…",1265794841612554240,26984289,,461,,,0,0,3
99,99,99,Wed May 27 23:59:42 +0000 2020,"RT @HardballChris: I recall the courage of a 29 year-old who took on an unbeatable US senator, who, when his wife and daughter were killed,…",1265794841583087618,920380494,"Malibu, CA",23,,,0,0,3
100,100,100,Wed May 27 23:59:42 +0000 2020,RT @TrumpWarRoom: WATCH: Joe Biden mixes up the attack on Pearl Harbor with D-Day. https://t.co/lIAQP0ICrA,1265794841331580933,822934602855616514,United States,9641,,,0,0,1
101,101,101,Wed May 27 23:59:41 +0000 2020,"RT @HardballChris: I recall the courage of a 29 year-old who took on an unbeatable US senator, who, when his wife and daughter were killed,…",1265794839519477762,1057307922294665216,Alaska,1,,,0,0,3
102,102,102,Wed May 27 23:59:41 +0000 2020,"RT @nodank_: If you are voting for Joe Biden, and are white, you are a white moderate.
#BlackLivesMatter https://t.co/dus9K6j2Y6",1265794836784971777,1094777225596076032,18 he/him WV,165,,,0,0,2
103,103,103,Wed May 27 23:59:40 +0000 2020,"RT @roper_93: Kellyanne Conway stood there and said with a straight face, Joe Biden and Democrats ""engage in name calling when they have no…",1265794836084297729,1067545627775557632,Yewtaww,1949,,,0,0,3
104,104,104,Wed May 27 23:59:40 +0000 2020,"RT @drvox: My new post: The factions of the US left have been engaged in intense consultation on climate policy lately, and they have come…",1265794835044339720,1452303194,University of Victoria,1079,,,0,0,2
105,105,105,Wed May 27 23:59:40 +0000 2020,"@JoeBiden Joe Biden writes his own tweets.
Fact checked: 100% False

Source: Joe is going to beat Joe Biden.",1265794834989830149,813457945413435392,Paterson-Passaic NJ - Ocala FL,13,,,0,0,2
106,106,106,Wed May 27 23:59:40 +0000 2020,"RT @Chris_SactoCA: #WiseGuysAintBlack

Biden thinks black folks wanting tangibles is unimportant. Thinks anyone with any policy demands is…",1265794834364657664,25651099,"Phoenix, Arizona, USA",408,,,0,0,2
107,107,107,Wed May 27 23:59:40 +0000 2020,@stevennelson10 @DLoesch @nypost @zlj517 Huh. Odd that they only do it after pressure starts to ramp up. Where are… https://t.co/YbwX2hD8C1,1265794834100637698,232670088,,590,,,2,12,2
108,108,108,Wed May 27 23:59:40 +0000 2020,"RT @drvox: My new post: The factions of the US left have been engaged in intense consultation on climate policy lately, and they have come…",1265794833618092033,317807909,"Oregon, USA",3012,,,0,0,2
109,109,109,Wed May 27 23:59:40 +0000 2020,RT @charley_ck14: Here are the tweets from Joe Biden and Donald Trump regarding the senseless murder of George Floyd.  #GeorgeFloyd https:/…,1265794833446318080,1088214983413039104,"New York, USA",155,,,0,0,2
110,110,110,Wed May 27 23:59:40 +0000 2020,"RT @iamwandasykes: Oh! Hey Chachi.  Apologies, I didn’t see you.  I’ll keep it short.  Joe Biden didn’t say, “Then you ain’t an ape.” 

Wel…",1265794833425199104,53690148,"Manteca, CA",93,,,0,0,2
111,111,111,Wed May 27 23:59:40 +0000 2020,"RT @HardballChris: I recall the courage of a 29 year-old who took on an unbeatable US senator, who, when his wife and daughter were killed,…",1265794832980537344,48197125,,2089,,,0,0,3
112,112,112,Wed May 27 23:59:40 +0000 2020,"RT @cjohansen_MT: I find it funny that Joe Biden has Barack Obama and Oprah Winfrey, and Jim Carrey in his corner.

And Donald Trump has Di…",1265794832544522246,4269633862,"Mississippi, USA",2746,,,0,0,2
113,113,113,Wed May 27 23:59:40 +0000 2020,"RT @iamwandasykes: Oh! Hey Chachi.  Apologies, I didn’t see you.  I’ll keep it short.  Joe Biden didn’t say, “Then you ain’t an ape.” 

Wel…",1265794832447893504,52187497,,44,,,0,0,2
114,114,114,Wed May 27 23:59:40 +0000 2020,"RT @RadioFreeTom: Biden just now, when asked why he apologizes when Trump says a ton of offensive things and never apologizes: “If I say so…",1265794832385167361,921448391518949381,"Florida, USA",2554,,,0,0,1
115,115,115,Wed May 27 23:59:39 +0000 2020,RT @funder: BREAKING: Obama slams Trump in email “the crisis we face underscores the necessity for real leadership in the WH.” Biden will g…,1265794831059648513,1220124740624560130,,95,,,0,0,3
116,116,116,Wed May 27 23:59:39 +0000 2020,RT @RealMattCouch: YIKES: Alleged Leaked Phone Call Appears To Prove Quid Pro Quo Between Biden And Ukraine https://t.co/ReUihbaWHn,1265794830346719232,518781602,,882,,,0,0,2
117,117,117,Wed May 27 23:59:39 +0000 2020,"RT @cjohansen_MT: I find it funny that Joe Biden has Barack Obama and Oprah Winfrey, and Jim Carrey in his corner.

And Donald Trump has Di…",1265794830308913154,62880951,,1905,,,0,0,2
118,118,118,Wed May 27 23:59:39 +0000 2020,"RT @iamwandasykes: Oh! Hey Chachi.  Apologies, I didn’t see you.  I’ll keep it short.  Joe Biden didn’t say, “Then you ain’t an ape.” 

Wel…",1265794830069792768,87533903,"Houston,TX",803,,,0,0,2
