headlines,terms,dates,scores
the coral die-off crisis is a climate crime and exxon fired the gun,gun,2016-08-17,1
"anjem choudary case raises questions about terror laws, says watchdog",law,2016-08-17,2
new york rap duo 4 wheel city turn shooting tragedies into a positive mission,shooting,2016-08-17,3
nigeria relaunches controversial 'war on indiscipline' brigade,control,2016-08-17,1
building better mental health in cities from the ground up,background,2016-08-17,2
brexit trade deals: the gruelling challenge of taking back control,background,2016-08-17,2
brexit trade deals: the gruelling challenge of taking back control,control,2016-08-17,2
police investigate claims schoolgirls across australia targeted by site hosting explicit images,shooting,2016-08-17,2
"on corporate human rights, australia's actions speak louder than words",legislation,2016-08-17,2
olympic women's basketball semi-final: france 67-86 usa – as it happened,semi,2016-08-18,2
hull coast past catalans dragons to secure place in super 8 semi-finals,semi,2016-08-18,2
top boxing executive ‘reassigned’ after olympic judging controversy,control,2016-08-18,2
snowden the movie: ewen macaskill watches the nsa super-leak come back to life,background,2016-08-18,2
california's blue cut fire: climate change dismissed as 'excuse' on the ground,background,2016-08-18,2
'not becoming of a woman': lawyers may finally get recourse for harassment,law,2016-08-18,2
queensland land-clearing controls face defeat with former labor mp voting no,control,2016-08-18,1
queensland land-clearing controls face defeat with former labor mp voting no,shooting,2016-08-18,1
human rights watchdog calls for urgent action on britain's 'deep-rooted' inequality,legislation,2016-08-18,2
excessive force and prolonged isolation alleged at queensland youth detention centre,legislation,2016-08-18,1
collective action via social media brings hope to gig economy workers,legislation,2016-08-19,1
why osborne’s ‘rambo’ outing is not the way to go after brexit blow,shooting,2016-08-19,1
"as louisiana floods rage, republicans are blocking modest climate action",legislation,2016-08-19,2
low crowds and chaotic la liga fixture list cannot deter from guarantee of drama,law,2016-08-19,1
low crowds and chaotic la liga fixture list cannot deter from guarantee of drama,legislation,2016-08-19,1
was george osborne's machine gun fun in vietnam in poor taste?,gun,2016-08-19,2
"land-clearing laws' failure jeopardises climate change targets, says minister",law,2016-08-19,1
pc music's danny l harle teams up with carly rae jepsen – watch their video here,control,2016-08-19,2
pc music's danny l harle teams up with carly rae jepsen – watch their video here,law,2016-08-19,2
pc music's danny l harle teams up with carly rae jepsen – watch their video here,legislation,2016-08-19,2
george osborne spotted firing machine gun on holiday in vietnam,gun,2016-08-19,2
olympics 2016 daily briefing: doubles all round for usain bolt and jade jones,background,2016-08-19,2
frog bikes bring manufacturing back home to beat the business cycle,background,2016-08-19,2
cambodia proves fertile ground for foreign surrogacy after thailand ban,background,2016-08-19,3
cherie blair and miriam gonzález: why companies must act on slavery law,law,2016-08-19,2
labor accuses coalition of changing stance on racial discrimination law,law,2016-08-19,2
uber v drivers: judge rejects 'unfair' settlement in us class action lawsuit,legislation,2016-08-19,3
uber v drivers: judge rejects 'unfair' settlement in us class action lawsuit,law,2016-08-19,3
nate parker: director with a back story,background,2016-08-20,2
"before you check in, check out if your hotel is playing fair",check,2016-08-20,2
"before you check in, check out if your hotel is playing fair",check,2016-08-20,2
"ryan lochte shouted at guards during gas station incident, says gunnar bentz",legislation,2016-08-20,2
"ryan lochte shouted at guards during gas station incident, says gunnar bentz",gun,2016-08-20,2
real sociedad 0-3 real madrid: la liga – as it happened,law,2016-08-21,2
real sociedad 0-3 real madrid: la liga – as it happened,legislation,2016-08-21,2
emotional ryan lochte sorry for 'stupid mistake' and 'shenanigans' at gas station,legislation,2016-08-21,1
latino immigrants are unnoticed casualties of us 'war on terror' – study,legislation,2016-08-21,2
"'if you fight fire with fire, everyone burns': how to catch a troll like trump",control,2016-08-21,1
knight of cups; the pearl button; arabian nights; the jungle book; jane got a gun; miles ahead; the get down – review,gun,2016-08-21,1
australia attempts to derail un plan to ban nuclear weapons,gun,2016-08-21,1
australia attempts to derail un plan to ban nuclear weapons,background,2016-08-21,1
the guardian view on the eu: struggling with the vision thing,shooting,2016-08-22,1
france began isolating islamic extremists in jails after paris attacks,legislation,2016-08-22,2
mail on sunday removes photo of reporter posing with gun in iraq,gun,2016-08-22,2
smith and corbyn pledge to hand power back to party members,background,2016-08-22,2
mail on sunday wrong to use picture of a gun-toting journalist in iraq,gun,2016-08-22,1
premier league: 10 talking points from the weekend’s action,legislation,2016-08-22,2
"turnbull's cfa laws unveiled, but expert questions constitutionality",law,2016-08-22,3
judge throws cold water on lawsuit over starbucks' ice-to-coffee ratio,law,2016-08-23,1
celtic in champions league qualifier plus efl cup action: clockwatch – as it happened,legislation,2016-08-23,2
michy batshuayi leads chelsea past bristol rovers and into third round,background,2016-08-23,2
"what's missing from the anti-trans ruling? law, facts and compassion",law,2016-08-23,2
universal reportedly outlaws streaming 'exclusives' after frank ocean release,law,2016-08-23,2
puerto rico officials struggle to translate zika virus fears into action,legislation,2016-08-23,2
soldier killed during live shooting exercise in northumberland,shooting,2016-08-23,2
michael grade defends expanded bbc role for former labour minister,control,2016-08-23,2
"briton admits fatal fight with bali police officer, his lawyer says",law,2016-08-23,1
nt government did secret coal deal a day before going into caretaker mode,control,2016-08-23,1
virgin trains controversy 'has helped jeremy corbyn's leadership bid',control,2016-08-24,2
on the receiving end of barbra streisand’s control freakery,control,2016-08-24,2
ukraine marks 25 years of independence a riven nation despite the flags,legislation,2016-08-24,2
proxima b will be our prime laboratory in the search for extraterrestrial life,background,2016-08-24,2
jimmy feigen on gas station incident: 'i'm so sorry for the drama this has caused',legislation,2016-08-24,1
touchscreen chip flaw renders some iphone 6 and 6 plus devices useless,law,2016-08-24,1
rio 2016: usa's latino medal winners showcased the best of america,legislation,2016-08-24,3
greater transparency around the arms trade would save countless lives,background,2016-08-24,2
mexican journalist wounded in mystery shooting by masked man,shooting,2016-08-24,1
investors controlling $13tn call on g20 leaders to ratify paris climate agreement,control,2016-08-24,2
greens say they won't back 'watered-down' superannuation changes,background,2016-08-25,1
war dogs review – gun runners jonah hill and miles teller off target,gun,2016-08-25,3
orlando shooting survivors won't have to pay for medical care,shooting,2016-08-25,1
three men seek answers after being arrested at gunpoint by kent police,gun,2016-08-25,2
cocks not glocks: texas students carry dildos on campus to protest gun law,gun,2016-08-25,1
cocks not glocks: texas students carry dildos on campus to protest gun law,law,2016-08-25,1
apple co-founder: ditching iphone 7 headphone jack would tick people off,automatic,2016-08-25,2
"pharrell williams, robin thicke and ti launch appeal against blurred lines verdict",legislation,2016-08-25,3
"pharrell williams, robin thicke and ti launch appeal against blurred lines verdict",shooting,2016-08-25,3
"pharrell williams, robin thicke and ti launch appeal against blurred lines verdict",automatic,2016-08-25,3
turnbull says arguments against race hate speech law 'strong' but no plans to change,law,2016-08-25,1
lack of uk law requiring lifeguards on all beaches means 'varied presence',law,2016-08-26,1
"politicians fuelled rise in hate crimes after brexit vote, says un body",gun,2016-08-26,2
"politicians fuelled rise in hate crimes after brexit vote, says un body",background,2016-08-26,2
"traingate, divorce laws and dodgy bakes – guardian social as it happened",law,2016-08-26,2
back to sleep: the doctor who helped stem a cot death epidemic,background,2016-08-26,1
pro-corbyn union leader threatens legal action over labour suspension,legislation,2016-08-26,2
trump campaign chief may have violated election law,law,2016-08-26,2
virtual reality gets starring role at venice film festival,control,2016-08-27,2
a clear strategy on tall buildings is the only way to control developers,control,2016-08-27,3
"chicago police shootings: data reveals 92 deaths and 2,623 bullets fired",shooting,2016-08-27,2
northern territory election: michael gunner claims victory for labor – as it happened,gun,2016-08-27,2
"tighter background checks for guns favored by trump backers, survey finds",background,2016-08-27,2
"tighter background checks for guns favored by trump backers, survey finds",check,2016-08-27,2
"tighter background checks for guns favored by trump backers, survey finds",gun,2016-08-27,2
northern territory election: adam giles and michael gunner make final pitches to voters,gun,2016-08-27,2
johanna konta keeps emotions in check before tough start to us open,check,2016-08-28,3
athletic bilbao 0-1 barcelona: la liga – as it happened!,law,2016-08-28,2
athletic bilbao 0-1 barcelona: la liga – as it happened!,legislation,2016-08-28,2
coalition rejects labor's call for media ownership review before changing laws,law,2016-08-28,2
medical professionals who back owen smith for the labour party leadership,background,2016-08-28,2
"fsa: 4,000 major breaches of animal welfare laws at uk abattoirs in two years",law,2016-08-28,2
"britain's biggest shooting lobby riven by infighting, leak reveals",shooting,2016-08-28,2
sallie krawcheck on her wall street ascent – and how to 'attack the boys' club',check,2016-08-28,2
airline passengers have had too much of a good thing over delay payouts,shooting,2016-08-28,2
queensland aims to change bikie laws to ban logos from being worn in public,law,2016-08-28,2
northern territory: michael gunner seeks urgent briefing on juvenile detention,gun,2016-08-28,2
turnbull contradicts abbott's claim coalition isn't in control of budget repair,control,2016-08-28,1
nate parker on rape controversy: 'i never thought about consent as a definition',control,2016-08-29,1
kyle edmund stuns richard gasquet in straight sets in us open first round,background,2016-08-29,3
noisy neighbours leganés give atlético blues to take back corner of madrid,background,2016-08-29,2
un pays tens of millions to assad regime under syria aid programme,gun,2016-08-29,3
un pays tens of millions to assad regime under syria aid programme,background,2016-08-29,3
how assad regime controls un aid intended for syria's children,control,2016-08-29,2
how assad regime controls un aid intended for syria's children,gun,2016-08-29,2
how assad regime controls un aid intended for syria's children,background,2016-08-29,2
timor-leste urges australia 'not to turn its back on law' over maritime boundary,background,2016-08-29,2
timor-leste urges australia 'not to turn its back on law' over maritime boundary,law,2016-08-29,2
"new band of the week: pavo pavo (no 117) wistful, retro pop harks back to the 70s",background,2016-08-29,1
gunner's artillery: the new faces behind labor's landslide in the northern territory,gun,2016-08-29,2
victoria review – jenna coleman goes back in time to become a future queen,background,2016-08-29,2
corbyn ally calls for mps' expenses to be paid automatically,automatic,2016-08-30,2
police push to fire officers involved in fatal shooting of laquan mcdonald,shooting,2016-08-30,2
'nightlife is still alive and well': do critics have it wrong on sydney's lockout laws?,law,2016-08-30,3
the guardian view on the un aid mission in syria: access at a high price,gun,2016-08-30,2
the guardian view on the un aid mission in syria: access at a high price,background,2016-08-30,2
un must act over chemical weapons in syria,gun,2016-08-30,2
un must act over chemical weapons in syria,background,2016-08-30,2
apple to shareholders: order to pay back $14.5bn in taxes ‘will be overturned’,background,2016-08-30,2
dressing while female: a semi-definitive guide to exercising sartorial safety,semi,2016-08-30,2
apple ordered to pay €13bn after eu rules ireland broke state aid laws,law,2016-08-30,2
un under pressure to set up inquiry into syria aid programme,gun,2016-08-30,2
un under pressure to set up inquiry into syria aid programme,background,2016-08-30,2
unpaid eu back taxes cost apple billions,background,2016-08-30,2
sounds of summer: readers' festival experiences from around the world,background,2016-08-30,2
why my company is handing homecare contracts back to councils,background,2016-08-30,2
north korea executes officials with anti-aircraft gun in new purge – report,gun,2016-08-30,2
australian-sponsored counter-terrorism guide says military action partly to blame,legislation,2016-08-30,2
website hosting explicit images of australian schoolgirls back online,shooting,2016-08-30,2
website hosting explicit images of australian schoolgirls back online,background,2016-08-30,2
johanna konta collapses in heat but recovers to reach us open third round,background,2016-08-31,1
shooting deaths of sea otters in california prompt investigation,shooting,2016-08-31,1
predictive policing practices labeled as 'flawed' by civil rights coalition,law,2016-08-31,2
man dies after speedboat spotted ‘out of control’ off welsh coast,control,2016-08-31,2
weak eurozone inflation raises prospect of ecb action - as it happened,legislation,2016-08-31,1
weak eurozone inflation raises prospect of ecb action - as it happened,legislation,2016-08-31,1
cabinet signals controlling migration to take precedence over single market access in brexit talks - politics live,control,2016-08-31,1
police failing to use new law against coercive domestic abuse,law,2016-08-31,1
samsung delays shipments of galaxy note 7 for quality control testing,control,2016-08-31,3
de la soul – 10 of the best,law,2016-08-31,3
de la soul – 10 of the best,legislation,2016-08-31,3
wildfires beware: boeing patents giant bullet to shoot down blazes,shooting,2016-08-31,2
"amy schumer review – sex, neuroses and gun control from a sure-footed star",gun,2016-08-31,1
"amy schumer review – sex, neuroses and gun control from a sure-footed star",control,2016-08-31,1
la la land review: ryan gosling and emma stone shine in a sun-drenched musical masterpiece,law,2016-08-31,3
la la land review: ryan gosling and emma stone shine in a sun-drenched musical masterpiece,legislation,2016-08-31,3
la la land review: ryan gosling and emma stone shine in a sun-drenched musical masterpiece,law,2016-08-31,3
la la land review: ryan gosling and emma stone shine in a sun-drenched musical masterpiece,legislation,2016-08-31,3
"no staying in the eu by the back door, says theresa may",background,2016-08-31,1
andy murray beats lukáš rosol: us open first round – as it happened,background,2016-08-31,3
nick kyrgios beats aljaz bedene: us open tennis first round – as it happened,background,2016-08-31,2
police investigate antisemitic and homophobic online abuse targeting mp,semi,2016-09-01,2
smith & wesson profits jumped almost 50% after orlando and dallas shootings,shooting,2016-09-01,2
james vince scores 60 for hampshire but champions yorkshire take control,control,2016-09-01,3
mps back plan to force global firms to publicly disclose income and tax,background,2016-09-01,2
"trump echoes mexican president, says lax us gun laws help arm drug cartels",gun,2016-09-01,2
"trump echoes mexican president, says lax us gun laws help arm drug cartels",law,2016-09-01,2
the un is impartial in syria as it is elsewhere,gun,2016-09-01,1
the un is impartial in syria as it is elsewhere,background,2016-09-01,1
want apple to pay its taxes? strengthen us tax laws,law,2016-09-01,2
uk manufacturing stages surprise rebound as brexit shock fades - as it happened,background,2016-09-01,2
imprisoned ex-black panther mumia abu-jamal denied hepatitis c treatment,control,2016-09-01,2
imprisoned ex-black panther mumia abu-jamal denied hepatitis c treatment,background,2016-09-01,2
imprisoned ex-black panther mumia abu-jamal denied hepatitis c treatment,check,2016-09-01,2
imprisoned ex-black panther mumia abu-jamal denied hepatitis c treatment,automatic,2016-09-01,2
man arrested over shooting of teenager in north london,shooting,2016-09-01,2
"'either you're pro-refugee, or against': bavarian town split after year of border controls",control,2016-09-01,2
australia to change law to allow strikes on more isis combatants,law,2016-09-01,1
novak djokovic into fourth round after mikhail youzhny retires – as it happened,background,2016-09-02,2
angela merkel and marine le pen: one of them will shape europe’s future,,,2
,legislation,2016-09-02,2
watchdog threatens legal action against fox news after hacking allegations,legislation,2016-09-02,2
apple releases macos security update to fix flaw one week after ios patch,law,2016-09-02,1
"from phil collins to pussy riot, meet the man bringing banned songs back to life",background,2016-09-02,3
peter dutton: the man who caused mammary tromploeil iii to lose control of parliament,control,2016-09-02,1
andy murray beats paolo lorenzi: us open third round – as it happened,background,2016-09-03,2
sam allardyce should not hold back marcus rashford from england squad,background,2016-09-03,2
the young pope review: jude law's sleek pontiff shines in sorrentino's twin peaks,law,2016-09-03,3
daily mail lawsuit is a message from trump: stay away from my family,law,2016-09-03,2
johanna konta v anastasija sevastova: us open fourth round – as it happened,background,2016-09-04,3
police officer who killed zachary hammond fired a year after shooting,shooting,2016-09-04,2
the miss usa hopeful sued by trump: 'there are ways to stand your ground',background,2016-09-04,3
"gun violence, unsolved murders put chicago on course to set grim record",gun,2016-09-04,1
malcolm turnbull pushes back on foreign investment after xi meeting,background,2016-09-04,2
manchester derby: how united and city match up from back to front,background,2016-09-04,2
arrest made in connection with dublin gang hotel shooting,shooting,2016-09-05,2
juan martín del potro back in us open quarter-finals after dominic thiem quits,background,2016-09-05,3
"can't face the queue at the bar? don't worry, the next round's on orderella",background,2016-09-05,1
victoria leads way in piecemeal approach to outlawing revenge porn,law,2016-09-05,1
one in four supermarket chicken samples contain antibiotic-resistant e coli,legislation,2016-09-05,1
one in four supermarket chicken samples contain antibiotic-resistant e coli,check,2016-09-05,1
one in four supermarket chicken samples contain antibiotic-resistant e coli,semi,2016-09-05,1
"armed anarchists rally at brock turner's home: 'try this again, we'll shoot you'",shooting,2016-09-06,2
pope should know that resisting birth control is bad for the environment,control,2016-09-06,1
samia shahid's father allegedly hoped to use blood money laws to get away with murder,law,2016-09-06,1
extradition hearing  in belfast for  man accused of   boxing weigh-in shooting,shooting,2016-09-06,2
talking right: i lost my appalachian accent to fit in. now i want it back,background,2016-09-06,1
"the archers trial: verdicts from the counsellor, the lawyer and the prison expert",law,2016-09-06,2
"car bombs, corruption and illegal betting – how football in cyprus spiralled out of control",control,2016-09-06,1
"secret aid worker: some human rights lawyers are in it for vanity, not victims",law,2016-09-06,1
un human rights chief  zeid ra'ad al hussein calls for world to reject populist bigots - in full,gun,2016-09-06,2
un human rights chief  zeid ra'ad al hussein calls for world to reject populist bigots - in full,background,2016-09-06,2
the girl with the lower back tattoo by amy schumer – review,background,2016-09-06,2
mick gooda dismisses challenge to role in youth detention royal commission,control,2016-09-06,2
hillsborough law launched to ensure officials act with 'candour',law,2016-09-07,2
"britain's weirdest laws: carpet beating, mps in armour and carrying ladders",law,2016-09-07,2
us open: jamie murray and bruno soares grind out place in semi-finals,semi,2016-09-07,3
looking for ground where the left can win,background,2016-09-07,2
"losing ground, fighters and morale – is it all over for isis?",background,2016-09-07,1
sterling k brown: 'i allow myself to think about winning an emmy',background,2016-09-07,2
sterling k brown: 'i allow myself to think about winning an emmy',check,2016-09-07,2
"napoleon bonaparte, failed novelist: manuscript goes to auction",legislation,2016-09-07,2
reality check: are right-to-buy homes being replaced as promised?,check,2016-09-07,3
the joint enterprise law has changed. yet still we must fight to free our sons,law,2016-09-07,2
trump's donation to florida's attorney general: the controversy explained,control,2016-09-07,2
top 10 dodgy lawyers in literature,law,2016-09-07,2
mps to debate ban on grouse shooting,shooting,2016-09-07,2
take back control? it’s now clear the brexiteers have no clue on immigration,background,2016-09-07,2
take back control? it’s now clear the brexiteers have no clue on immigration,control,2016-09-07,2
novak djokovic beats jo-wilfried tsonga to reach us open semis – as it happened,semi,2016-09-07,3
john renbourn and wizz jones: joint control review – delight of a folk guitar hero's final bow,control,2016-09-08,3
police release cctv footage of shotgun attack in brixton,gun,2016-09-08,2
bridgegate trial and chris christie's role could mean more trouble for trump,control,2016-09-08,2
louisiana public defenders: a lawyer with a pulse will do,law,2016-09-08,2
how to blog without breaking the law,law,2016-09-08,2
the pigeon tunnel by john le carré review – what made him write a memoir?,legislation,2016-09-08,2
"the kingdom of speech by tom wolfe – a bonfire of facts, reeking of vanity",automatic,2016-09-08,2
"don't wait for the perfect job, tailor your role to build on your skills",control,2016-09-08,2
"facebook fact-check: from hillary's health to 9/11, the latest lies we read",check,2016-09-09,2
serena williams’ defeat gives angelique kerber chance to take control,control,2016-09-09,2
does it matter if your in-laws hate you? catch up on our live look at the week,law,2016-09-09,1
"deport failed asylum seekers back to war zones, says bavaria minister",background,2016-09-09,1
the realisation that facebook can censor comes too late to publishers,legislation,2016-09-09,1
isis is as much an offshoot of our global civilisation as google,legislation,2016-09-09,2
former nt chief minister adam giles loses seat in final election count,control,2016-09-09,1
the girl with the lower back tattoo by amy schumer review – the problem with ‘femoirs’,background,2016-09-09,1
kim jong-un’s growing nuclear arsenal could force us back to negotiating table,background,2016-09-09,2
"‘water is peace, life, dignity': why the un deputy chief has a thirst for saving lives",gun,2016-09-09,3
"‘water is peace, life, dignity': why the un deputy chief has a thirst for saving lives",background,2016-09-09,3
tony abbott says turnbull 'panicked' in calling nt abuse royal commission,control,2016-09-09,2
baby among 10 people found in back of lorry,background,2016-09-09,2
police stir controversy with viral photo of heroin overdose victims in ohio,control,2016-09-10,1
eimear mcbride: how i wrote a girl is a half-formed thing,shooting,2016-09-10,2
nt aboriginal corporation appeals court decision in mining royalty case,control,2016-09-10,2
pep guardiola embraces lack of control during a very english derby,control,2016-09-11,1
quade cooper dials back funky stuff with more measured results for wallabies,background,2016-09-11,2
adani's carmichael coalmine proves environment laws 'too weak' – report,law,2016-09-11,2
patriots and chief raise fists around anthem as arian foster kneels in seattle,background,2016-09-11,2
travellers face £5 charge to get through passport control faster,control,2016-09-11,1
"florida black man killed by police was 'executed' in his back yard, relatives say",background,2016-09-12,3
bring back childhood’s wild side,background,2016-09-12,2
religion’s role in the global population crisis,control,2016-09-12,2
lifesaving un aid regularly fails to reach besieged syrians,gun,2016-09-12,1
lifesaving un aid regularly fails to reach besieged syrians,background,2016-09-12,1
"update 'archaic' laws to protect used car buyers, says law commission",law,2016-09-12,2
"update 'archaic' laws to protect used car buyers, says law commission",law,2016-09-12,2
premier league: 10 talking points from the weekend’s action,legislation,2016-09-12,2
'she seemed shy. then suddenly this wild beast came out' – my 10 years shooting kate bush,shooting,2016-09-12,2
"syrian regime is blocking aid from entering eastern aleppo, claims un",gun,2016-09-13,2
"syrian regime is blocking aid from entering eastern aleppo, claims un",background,2016-09-13,2
pro-gun group sues katie couric for defamation in under the gun film,gun,2016-09-13,2
pro-gun group sues katie couric for defamation in under the gun film,gun,2016-09-13,2
indigenous activist leads class action to recover wages 'stolen' by state,legislation,2016-09-13,2
greens push to outlaw all mining in great australian bight,law,2016-09-13,2
"uk inflation stays at 0.6%, but import prices rise sharply -as it happened",legislation,2016-09-13,3
