,created_at,text,user_followers_count,retweet_count,favorite_count,hashtags
88,2016-12-29,@akidearest YESSSS,224,0,0,[]
91,2016-12-29,@BLACKBARBlES you're a scammer u shouldn't done this. but i wish God will still bless u.,1549,0,0,[]
99,2016-12-29,@DPsEncyclopedia wth who told? Ask them to make a simple tag already twitter rules have changed,1346,0,0,[]
100,2016-12-29,Up #TeamGOT7 #SOOMPIAWARDS 450,28,0,0,"[{'text': 'TeamGOT7', 'indices': [3, 12]}, {'text': 'SOOMPIAWARDS', 'indices': [13, 26]}]"
101,2016-12-29,"RT @laaagray2: ""we found dove in a soapless placeeeee."" :p",1843,0,0,[]
110,2016-12-29,@bubblewands buying overwatch,161,0,0,[]
137,2016-12-29,RT @yachhans: YUURI CANT WIN K https://t.co/X3iFkeQlQu,225,0,0,[]
139,2016-12-29,Her Skateboarding is 1 thing but.... https://t.co/ExoAve8T8Y,238,0,0,[]
142,2016-12-29,"#TeamSuperJunior 
#SOOMPIAWARDS 
Odjejd",876,0,0,"[{'text': 'TeamSuperJunior', 'indices': [0, 16]}, {'text': 'SOOMPIAWARDS', 'indices': [18, 31]}]"
158,2016-12-29,RT @ivynnivana: @lakenyaa3 @lavborn @sevenstarr_chic you're so NOSEY,1362,0,0,[]
162,2016-12-29,i love listening to the elder scrolls oblivion soundtrack. its so easy.,192,0,0,[]
174,2016-12-29,RT @JCrossover: Sometimes you gotta go through it to get to it..,449,0,0,[]
181,2016-12-29,RT @WhennBoys: Target is doing it right https://t.co/3XuMwYdPwM,277,0,0,[]
187,2016-12-29,@iAintAsianTho bro I cannot breathe,2597,0,0,[]
190,2016-12-29,"RT @BoingBoing: Carrie Fisher watches her mother, Debbie Reynolds perform. May they both rest in peace. https://t.co/ucp9YGgGRz",456,0,0,[]
192,2016-12-29,@NotSoFatDaniel7 @ChristainTorres why you tweeting your recent pornhub searches,871,0,0,[]
194,2016-12-29,sabar cantique https://t.co/LeZxPrX73t,185,0,0,[]
196,2016-12-29,@FuckinxJustin bet https://t.co/GNL7kD7akP,117,0,0,[]
198,2016-12-29,RT @llingbonappetit: YOUVE PUT SO MUCH GINGER IN THIS ITS A WEASLY,4306,0,0,[]
201,2016-12-29,@CarlSenju im chiliin lmao,697,0,0,[]
203,2016-12-29,IndosatCare: sansancarol Oke kak. Thx ^Alya,4,0,0,[]
206,2016-12-29,Idk how niggas can smoke cigs,1007,0,0,[]
208,2016-12-29,tell me why im having a hay fever situation in the dead of winter,92,0,0,[]
218,2016-12-29,"IndosatCare: thomaswijaya37 Kami cek nomornya gak terdaftar Spotify Indosat, bisa konfirmasi ke Spotifynya kak. Thanks ^Fia",1,0,0,[]
219,2016-12-29,HelanaShroyyer #VideoMTV2016 Lady Gaga,95,0,0,"[{'text': 'VideoMTV2016', 'indices': [15, 28]}]"
221,2016-12-29,"thomaswijaya37 Kami cek nomornya gak terdaftar Spotify Indosat, bisa konfirmasi ke Spotifynya kak. Thanks ^Fia",2,0,0,[]
223,2016-12-29,i have one of those headaches that cause me to throw up. it's so lit at 3:08am on a thursday,259,0,0,[]
237,2016-12-29,@rudyrangel17 https://t.co/yVvO1eDTYq,446,0,0,[]
245,2016-12-29,"Check out the highly-rated eBook ""Praise for Christmas"" by Vanessa Miller https://t.co/F7ZP9sOfCO #kindle https://t.co/05ZUqGnrv3",12454,0,0,"[{'text': 'kindle', 'indices': [98, 105]}]"
247,2016-12-29,It might be incredibly hard to believe that a whole year has g... More for Taurus https://t.co/lbbXG3FjSd,273,0,0,[]
256,2016-12-29,lowkey tryna become be a carpenter like Jesus,368,0,0,[]
257,2016-12-29,"RT @Reuters: Actress Debbie Reynolds, known for 'Singin' in the Rain,' dies at age 84 https://t.co/b55n9rhOSF https://t.co/GKR28gVxTS",2429,0,0,[]
258,2016-12-29,RT @ZardisArt: Hey guys! PayPal has changed the way they send money. Please read! It's important. https://t.co/4c6dHJ8iUl,100,0,0,[]
265,2016-12-29,"I'm at Puerto Princesa International Airport (PPS) in Puerto Princesa, Palawan https://t.co/C82GaxpA4A",1776,0,0,[]
266,2016-12-29,"Joe Warren is the ""Baddest Commentator on the Planet""",1004,0,0,[]
269,2016-12-29,https://t.co/AJLLU8ll6h,232103,0,0,[]
272,2016-12-29,RT @AestheticTraps: @wAFFcs the FUNNIEST twitch streamer 2016 https://t.co/91dVhmDGzh,140,0,0,[]
276,2016-12-29,When does winter arrive? #GameOfThrones,268,0,0,"[{'text': 'GameOfThrones', 'indices': [25, 39]}]"
290,2016-12-29,"RT @tyleroakley: i only like nice people, leave mean in 2016",224,0,0,[]
298,2016-12-29,RT @chaewonho: jooheon and vixx's ken being extra together I love this https://t.co/MCP261WCcv,628,0,0,[]
305,2016-12-29,ughhh I want a girlfriend that I can constantly spoil and tell her how amazing she is and that she has a beautiful soul,66,0,0,[]
307,2016-12-29,Watch families compete to win #PrimePhotos prizes https://t.co/aqHrGnddQW  https://t.co/K16AFoJvzg,1720,0,0,"[{'text': 'PrimePhotos', 'indices': [30, 42]}]"
309,2016-12-29,I just want some lovin,683,0,0,[]
310,2016-12-29,7th Element Offical Transparent Silicone Beaded Bracelet 2-day shipping available Small Set of 7 Linsh https://t.co/i5RjOUEp2n,1803,0,0,[]
312,2016-12-29,mick_archie_fpv's video https://t.co/Rtgum1uj0D,657,0,0,[]
317,2016-12-29,#gigs4u #gigs Administrative Assistant https://t.co/3NMYxwDLIm #ORL #orlando #FL,366,0,0,"[{'text': 'gigs4u', 'indices': [0, 7]}, {'text': 'gigs', 'indices': [8, 13]}, {'text': 'ORL', 'indices': [63, 67]}, {'text': 'orlando', 'indices': [68, 76]}, {'text': 'FL', 'indices': [77, 80]}]"
331,2016-12-29,RT @PoiiintGuard0: I hate for my time to be wasted,1433,0,0,[]
337,2016-12-29,D.O #TeamEXO https://t.co/65a8HrR8wG,93,0,0,"[{'text': 'TeamEXO', 'indices': [4, 12]}]"
338,2016-12-29,@UNOChorongie91 @UNOWendy94 udah sana aduin aja ke bang cupang,150,0,0,[]
340,2016-12-29,This face keeps me going but for how long is the damn question.. ? #haaaaaaan,987,0,0,"[{'text': 'haaaaaaan', 'indices': [67, 77]}]"
345,2016-12-29,"Only resolution I know of rn is to be fucking great, ain't no other solutions",218,0,0,[]
346,2016-12-29,RT @playboicarti678: LMFAOOOOOOOOO https://t.co/SyrCzQyeXk,802,0,0,[]
365,2016-12-29,Domme teases her slave with a footjob in her black stockings https://t.co/veRtqscryZ,680,0,0,[]
378,2016-12-29,"RT @Icryduringsex: I teared up after this honestly, thank you https://t.co/vz69CrBHRl",507,0,0,[]
381,2016-12-29,@2GGaming @NairoMK This is the face of a person who shows no mercy and doesn't give a shit. https://t.co/K3uXwtJ9LE,1705,0,0,[]
389,2016-12-29,hi you mean so much to me it makes me really sad that we've drifted but I love you sm and I'm really glad you're still my friend,3412,0,0,[]
391,2016-12-29,RT @scalzi: I've never actually felt like a year was malevolent before.,472,0,0,[]
392,2016-12-29,@mikovelez kaog kalayo hahahaha,153,0,0,[]
402,2016-12-29,"With a great leader Shree Shyam Jaju, National Vice President and State Prabhari of BJP wishing on his birthday.",53,0,0,[]
413,2016-12-29,Yes ma'am. https://t.co/DqiJjIrQOi,1515,0,0,[]
422,2016-12-29,Na only one thing that guy dey always do abeg https://t.co/drhKWSABWK,979,0,0,[]
424,2016-12-29,RT @SuchALook: Blake Lively and Ryan Reynolds are marriage goals https://t.co/XEqkguoVUH,404,0,0,[]
426,2016-12-29,"Belajarlah untuk bersyukur, walaupun kecil yg di berikan tuhan kepadamu.",1278,0,0,[]
427,2016-12-29,IndosatCare: sansancarol Oke kak. Thx ^Alya,3,0,0,[]
435,2016-12-29,im such trash,121,0,0,[]
437,2016-12-29,Focus on your goals. Focus on your goals. Make every moment mean something.,19,0,0,[]
444,2016-12-29,@kickthepj sleepy peej,848,0,0,[]
448,2016-12-29,RT @TheMagconPlanet: @camerondallas FOLLOW EVERYONE THAT LIKES AND RTS #ChasingCameron,372,0,0,"[{'text': 'ChasingCameron', 'indices': [71, 86]}]"
470,2016-12-29,Whatever is going on with Tom isn't going to change the fact that in the new year ima succ him,340,0,0,[]
471,2016-12-29,"RT @MgaPatama: ""Nobody deserve to be treated like an option.""",70,0,0,[]
472,2016-12-29,@TrollerMagic HANG IN THERE BB,1054,0,0,[]
474,2016-12-29,"RT @wellsalexandria: When he's nice, texts back at a decent amount of time, and isn't stressing you out https://t.co/06L1otw3k6",413,0,0,[]
490,2016-12-29,RT @6PAPl: im mad that this dance really goes with anything lmfaooo https://t.co/WWMHmqpuBG,2349,0,0,[]
493,2016-12-29,RT @TheWhiteGurI: Claim Your Free Lush Bath Bombs! THEY'RE RUNNING OUT! https://t.co/nL755hBx8h,43492,0,0,[]
494,2016-12-29,RT @TheWhiteGurI: Claim Your Free Lush Bath Bombs! THEY'RE RUNNING OUT! https://t.co/nL755hBx8h,39684,0,0,[]
497,2016-12-29,RT @TheWhiteGurI: Claim Your Free Lush Bath Bombs! THEY'RE RUNNING OUT! https://t.co/nL755hBx8h,40984,0,0,[]
504,2016-12-29,Good Afternoon,129,0,0,[]
517,2016-12-29,im sorry ive been really depressing and just overall not a good friend idk whats going on with my mental health lately,231,0,0,[]
519,2016-12-29,"RT @NeeYoComp: Steamy Girls Fresh From The Shower
https://t.co/xNqHI23BkM",17777,0,0,[]
523,2016-12-29,RT @NAFREAKY: I would pay a subscription every month to see content like this because you cannot make this shit up https://t.co/TPc1NBCdQh,1178,0,0,[]
525,2016-12-29,"Wimmenz was hot when blue braids came in ""y'all want uh Hoe??"" Lol",1518,0,0,[]
539,2016-12-29,hmm BLACK #TeamEXO https://t.co/chAUTB6VpI,96,0,0,"[{'text': 'TeamEXO', 'indices': [10, 18]}]"
543,2016-12-29,"You were born an original, don't die a copy.",14099,0,0,[]
546,2016-12-29,"RT @Dri_zzyy: This Fight Between A Swarm Of Bees And Giant Spider Is Absolutely Savage
https://t.co/lUmOiGO7P6",10709,0,0,[]
548,2016-12-29,NowPlaying The Reason  - Da Truth https://t.co/AyCXfDXc7w 02:08,46,0,0,[]
552,2016-12-29,RT @jseattle: Reports of gunfire near 23/Union. @seattlepd in area. No victims found. Police checking it out. #scanner,120,0,0,"[{'text': 'scanner', 'indices': [110, 118]}]"
555,2016-12-29,@samdimmer @EMASNHSTrust that really is appalling. Glad to hear little one is feeling better.,513,0,0,[]
566,2016-12-29,Maridonsayswhat #VideoMTV2016 Lady Gaga,106,0,0,"[{'text': 'VideoMTV2016', 'indices': [16, 29]}]"
573,2016-12-29,"RT @HuffingtonPost: Paul Simon says ex-wife Carrie Fisher's death came ""too soon"" https://t.co/3jYMUn1B7l https://t.co/d7oYaw83Cq",359,0,0,[]
576,2016-12-29,What is sleep,3503,0,0,[]
586,2016-12-29,Me and oomf tell each other everything no matter what it is.,1196,0,0,[]
596,2016-12-29,#chickwithdick TB Horny cd fucked by big dicked  Watch it and other free videos here https://t.co/wvlflRDtiv https://t.co/rbAfzBmHdL,796,0,0,"[{'text': 'chickwithdick', 'indices': [0, 14]}]"
613,2016-12-29,Exactly What Your Ass Says About Your Health https://t.co/dVqwwCZASU,4331,0,0,[]
626,2016-12-29,"Ni ni twitter. Don't ever feel alone. People here love you, real people. We're like a big global family.",831,0,0,[]
632,2016-12-29,RT @TheHappyCampers: Smoking before bed = best sleep ever.,1553,0,0,[]
640,2016-12-29,"RT @nct_info: [INSTAGRAM] 161229 SMSTATION Official Instagram Update - #TAEIL 
https://t.co/5Q0zHOUe6k https://t.co/pqBEekxS4l",619,0,0,"[{'text': 'TAEIL', 'indices': [71, 77]}]"
655,2016-12-29,RT @blxcknicotine: Date someone who can do both https://t.co/EX9XmMOnHY,256,0,0,[]
664,2016-12-29,RT @kodaksauce: When you always be home alone but ain't got a nigga,392,0,0,[]
667,2016-12-29,Kalado - My Comfort [Clean] https://t.co/EMvOhm9m6j #nowplaying #listenlive,855,0,0,"[{'text': 'nowplaying', 'indices': [52, 63]}, {'text': 'listenlive', 'indices': [64, 75]}]"
673,2016-12-29,@gracelhean malamang ate ko. ate ella :D,59,0,0,[]
674,2016-12-29,RT @_LILUZIVERT: The friends who put you on to new music are the most important.,736,0,0,[]
682,2016-12-29,THIS IS SO ACCURATE IM LAUGHING https://t.co/o5vZm0ylYH,1136,0,0,[]
684,2016-12-29,"I like man who likes to have fun and respectful.
#Lebanon_Escorts_Agency
https://t.co/QLBs8d6c1L https://t.co/Q7t1fCd5gp",81,0,0,"[{'text': 'Lebanon_Escorts_Agency', 'indices': [49, 72]}]"
686,2016-12-29,@rayezafira nah I don't feel a thing. I also don't need to cut people off cuz I choose my friends well,1645,0,0,[]
689,2016-12-29,@w0nhan OH,9836,0,0,[]
692,2016-12-29,@mightyymartin Momma Ruiz lit,258,0,0,[]
693,2016-12-29,RT @takeyamaya: 10. Bruh https://t.co/tl33UriXGo,1247,0,0,[]
694,2016-12-29,RT @6PAPl: why do y'all stay disrespecting new york like this lmfaooo https://t.co/MwqAvnHLmg,122,0,0,[]
696,2016-12-29,RT @IAMDJLIVE: When you finally have sex with her and you learn that all the nasty shit she tweet after 1AM was true https://t.co/SxV7z7flR5,2077,0,0,[]
14,2016-12-29,00080 #TeamGOT7,39,0,0,"[{'text': 'TeamGOT7', 'indices': [6, 15]}]"
16,2016-12-29,"RT @antoniodelotero: it'll be a ""very, very, very , very Happy New Year"" for only 20 days if you know what i mean https://t.co/WZpnM4lZ4u",433,0,0,[]
17,2016-12-29,"RT @ClaireRicketts1: why am I waking up with a team stuck in my head, it's not 2011 and ed sheehan is missing :/",627,0,0,[]
19,2016-12-29,00080 #TeamGOT7,41,0,0,"[{'text': 'TeamGOT7', 'indices': [6, 15]}]"
22,2016-12-29,@AMP_Soledad varric,48,0,0,[]
33,2016-12-29,RT @JahnellAnya: When you going through his likes and u just like.... what the fuck u like about that????????????? https://t.co/wjDnT1PZ88,1333,0,0,[]
39,2016-12-29,Water &amp; Blood by B. Kristin McMichael is out now! Check out the book blitz for a chance to #WIN an Amazon gift card! https://t.co/X5tPgCxseJ,173,0,0,"[{'text': 'WIN', 'indices': [95, 99]}]"
42,2016-12-29,"RT @Ayoitsej: Hmu again after I leave you on read, mf I'm blocking your ass.",80234,0,0,[]
51,2016-12-29,rip @jungkooktops #TeamBTS https://t.co/rQLTOVUeE2,818,0,0,"[{'text': 'TeamBTS', 'indices': [18, 26]}]"
54,2016-12-29,Good Lips Series https://t.co/8gvPjWTVj2,44,0,0,[]
58,2016-12-29,I am really feeling God's presence on me super heavily tonight. It is so beautiful. I don't even want to go to sleep.,473,0,0,[]
64,2016-12-29,this is how business works https://t.co/dZCr8uY90k,129,0,0,[]
75,2016-12-29,RT @SethRollinsFans: Instagram Photo from Chris Jericho https://t.co/jhI6vSH0bT,10721,0,0,[]
78,2016-12-29,RT @NateWassi: Your wcw and her friends on snapchat like https://t.co/0iCPTItOth,945,0,0,[]
83,2016-12-29,Im still down. https://t.co/yHxfcOIs2F,295,0,0,[]
86,2016-12-29,@Rooogeliooo wew hahaha https://t.co/21A94bAhcD,652,0,0,[]
99,2016-12-29,FREE Survival Business Card - Fits In Your Wallet! https://t.co/SH90yeM5h0 https://t.co/xaBmkOJxU9,651,0,0,[]
107,2016-12-29,RT @CrowdFundGurus: Help make it happen for The HELPER! #mobile #apps on @indiegogo https://t.co/pYFLMKkZuz https://t.co/SVfa00y62E,81,0,0,"[{'text': 'mobile', 'indices': [56, 63]}, {'text': 'apps', 'indices': [64, 69]}]"
110,2016-12-29,You can pretend to be serious; you can't pretend to be witty.  Sacha Guitry,5758,0,0,[]
116,2016-12-29,dick https://t.co/LqwOuNkiRv,2561,0,0,[]
128,2016-12-29,RT @_Anthony35: @prisqueen_ https://t.co/deMBQm7I95,370,0,0,[]
134,2016-12-29,"Inexpensive DIY #HomeDecorating Tips
#RealEstate #AurumRealEstate #AurumRealty #Property #homedecor #interiordesign https://t.co/sJneBmZOgK",6807,0,0,"[{'text': 'HomeDecorating', 'indices': [16, 31]}, {'text': 'RealEstate', 'indices': [37, 48]}, {'text': 'AurumRealEstate', 'indices': [49, 65]}, {'text': 'AurumRealty', 'indices': [66, 78]}, {'text': 'Property', 'indices': [79, 88]}, {'text': 'homedecor', 'indices': [89, 99]}, {'text': 'interiordesign', 'indices': [100, 115]}]"
135,2016-12-29,"maybe i shouldn't have read it when it's nearly 4 AM so no one's online to yell with me, but @hackedmotionart @ericamchan, i know that you",20,0,0,[]
137,2016-12-29,Should You Carry A Round In The Chamber? | #gun https://t.co/hLX5gtghS0,8965,0,0,"[{'text': 'gun', 'indices': [43, 47]}]"
139,2016-12-29,Save big on your trip with our #Honolulu #hoteldeals! https://t.co/mpenUmpoW1 #traveldeals https://t.co/Seleg5bE7p,2651,0,0,"[{'text': 'Honolulu', 'indices': [31, 40]}, {'text': 'hoteldeals', 'indices': [41, 52]}, {'text': 'traveldeals', 'indices': [78, 90]}]"
140,2016-12-29,RT @5thdimdreamz: https://t.co/RNY1NSlTKZ,1335,0,0,[]
142,2016-12-29,Why do most networks have weak schedules nowadays? https://t.co/11x7BiipAt,224,0,0,[]
153,2016-12-29,"@Vixoen sorry you're having to downgrade, but you'll be back on top of things soon enough. Hope 2017 brings better things! 2016 has sucked",71,0,0,[]
157,2016-12-29,RT @acvgqigogfqrdf1: Stunning blonde takes it the ass https://t.co/1ODRSdUI2a,165,0,0,[]
162,2016-12-29,EXO WE ARE ONE #TeamEXO,549,0,0,"[{'text': 'TeamEXO', 'indices': [15, 23]}]"
172,2016-12-29,RT @itsjaykid_: That's a MF dinosaur https://t.co/FcnIlMSrO4,764,0,0,[]
182,2016-12-29,"RT @YungNeeno: ""Before we can have sanctuary cities, we must have sanctuary souls.""

@ImamSuhaibWebb #MASChicago https://t.co/54aS0kqaTM",813,0,0,"[{'text': 'MASChicago', 'indices': [101, 112]}]"
191,2016-12-29,"I remember when I was 9, my mom used the hot comb on me and burned my forehead. Went to school the next day and ppl thought she beat me",1283,0,0,[]
204,2016-12-29,RT @xxNubianDoll: your actions speaks louder than what you telling me,1375,0,0,[]
211,2016-12-29,RT @sweetp0s: Chamber of reflection,624,0,0,[]
224,2016-12-29,@hwipinks @GXDXRGN @janduckie @yoojungia https://t.co/lgqp5k0G12,784,0,0,[]
229,2016-12-29,#WhatShouldPlayNext on Mix 103.7 FM? @Aerosmith or MAESTRO FRESH WES? Vote @ https://t.co/EzOZqUpYe9 #np,5511,0,0,"[{'text': 'WhatShouldPlayNext', 'indices': [0, 19]}, {'text': 'np', 'indices': [101, 104]}]"
231,2016-12-29,RT @_chvse: i'm just chilling. don't need no extra stress in my life.,1477,0,0,[]
236,2016-12-29,Okay me lmao https://t.co/tUStZoCkSi,1767,0,0,[]
243,2016-12-29,Community Based Therapy May Alleviate Depression and Anxiety https://t.co/o4eGApOh5u,499,0,0,[]
247,2016-12-29,RT @andres_69tooliv: Stop hitting them up first &amp; watch how that'll be the last time y'all talk,538,0,0,[]
251,2016-12-29,@FitbitSupport Some from Fitbit and it's doung the same thing do u have any other bands,182,0,0,[]
255,2016-12-29,I only got 3 come on ask me SHIT,3854,0,0,[]
259,2016-12-29,#jessica drake porn free sexy movie grils pron https://t.co/ae4Q3eJFn0,3,0,0,"[{'text': 'jessica', 'indices': [0, 8]}]"
264,2016-12-29,"CHECK OUT THIS BANGER TITLE ""FEELIN LIKE LEBRON AND KYRIE"" https://t.co/SzJkaTa84c #TL #SilkExclusive #LBJ #kyrieirving",198,0,0,"[{'text': 'TL', 'indices': [83, 86]}, {'text': 'SilkExclusive', 'indices': [87, 101]}, {'text': 'LBJ', 'indices': [102, 106]}, {'text': 'kyrieirving', 'indices': [107, 119]}]"
270,2016-12-29,Jealousy Is A Female Trait... A lot Of Niggas Bitches,1180,0,0,[]
275,2016-12-29,I'm getting Taco Bell delivered to me rn and I'm trying not to cry,188,0,0,[]
286,2016-12-29,Check out this Trident smile! What's YOUR smile? https://t.co/CXU1mM6Skc,364,0,0,[]
287,2016-12-29,RT @xbazuh: Joined @TeamRhyperior,461,0,0,[]
305,2016-12-29,"RT @glypstonesimbre: Minsan kasi ikaw lang din makakaintindi sa sarili mo eh, kaya di mo kailangan ng advice.",798,0,0,[]
306,2016-12-29,"RT @ItsJamReyes: Lumandi ng naaayon sa ganda. Para hindi magmukang tanga. Hindi yung over ka sa kalandian, mukha ka namang paa.",798,0,0,[]
311,2016-12-29,RT @mercedesromeo: This is beyond cute!!! https://t.co/YbUHB4ECaM,259,0,0,[]
314,2016-12-29,#photography Miss 2016 by EsmatMorshedy https://t.co/nwwSLms0OC,1644,0,0,"[{'text': 'photography', 'indices': [0, 12]}]"
324,2016-12-29,"swear, like lemme breathe for a sec https://t.co/Ctddc967oS",1177,0,0,[]
325,2016-12-29,"RT @Jaqueline_hutch: #NOWOneDirection #Now2016
Pillowtalk",1418,0,0,"[{'text': 'NOWOneDirection', 'indices': [21, 37]}, {'text': 'Now2016', 'indices': [38, 46]}]"
328,2016-12-29,"RT @HIDEO_KOJIMA_EN: I've waited for 6 months for this ""The Art of Shin Godzilla"". https://t.co/qnRLuZXPsH",195,0,0,[]
336,2016-12-29,"MST time and date is December 29, 2016 at 01:46AM sma",7073,0,0,[]
339,2016-12-29,"Like this tweet if, even after all these tweets, you still have trouble finding one to like BUT you're gonna work on it &lt;3",9836,0,0,[]
350,2016-12-29,WAW NAMANNNNNNNNNN,955,0,0,[]
355,2016-12-29,RT TheGoldenHead4 #VideoMTV2016 Lady Gaga,85,0,0,"[{'text': 'VideoMTV2016', 'indices': [18, 31]}]"
358,2016-12-29,Central County Fire &amp; Rescue has units responding to: CP Clammy or cold swe,298,0,0,[]
362,2016-12-29,"RT SoloDeMujer: El hecho de que no diga ciertas cosas, no quiere decir que no las sienta.",21,0,0,[]
370,2016-12-29,Fun fact about the Palmer household: the wifi doesn't work when the microwave is on. It's the Wild West out here.,494,0,0,[]
379,2016-12-29,she'll always interact with the fans even if shes busy she seems really happy to see them :] https://t.co/KnwWoijyWL,254,0,0,[]
382,2016-12-29,RT @UgIyPPL: when you know you're ugly but still trying https://t.co/b2vjbauSrj,254,0,0,[]
384,2016-12-29,@alexkeesee2013 last time I checked my friends are their own being I don't tell them to do anything,131,0,0,[]
395,2016-12-29,RT @Zwell_dat: lmaoo if you quote my tweet with some religious clarification we just go end it there. u no get sense,1391,0,0,[]
408,2016-12-29,"The ugly, unethical underside of Silicon Valley https://t.co/vQsW8L5T7U via @VentureBeat",1080,0,0,[]
413,2016-12-29,RT @dlacalle_IA: 3-D Printing Heats Up Demand for Metals https://t.co/wWmkGjvQrC https://t.co/kRhsX09rUZ,1057,0,0,[]
420,2016-12-29,I liked a @YouTube video https://t.co/t9a0pmjwGR PILLOW TALK REMIX,52,0,0,[]
423,2016-12-29,"RT @KindredBelle: What Do You Think? @Medivizor's #ClinicalTrials Perception Survey Results
https://t.co/PeLqltQ9Ja https://t.co/fJ4wTXWj11",101084,0,0,"[{'text': 'ClinicalTrials', 'indices': [50, 65]}]"
439,2016-12-29,RT @savannahh_5: two is betta than one https://t.co/ogoeI1OxMw,1335,0,0,[]
440,2016-12-29,RT @LexAlexander: The Nazis are going after people in academia who call them out. We must resist. https://t.co/kD3yaVH2Zd,1521,0,0,[]
448,2016-12-29,ahahahaha~ohmysushi! xD https://t.co/EvabAMDUah,43,0,0,[]
457,2016-12-29,RT @scfeeIs: https://t.co/shjqjj6RpS,31642,0,0,[]
458,2016-12-29,@MarissaKlein9 not that I was gonna bring you chipotle or anything. Just incase anyone was.,650,0,0,[]
459,2016-12-29,RT @suhopictures: oh@my god https://t.co/XgUTkd5GUe,14,0,0,[]
469,2016-12-29,$50 FREE No Deposit Bonus From Atiora https://t.co/HLuW7OLgdp,5344,0,0,[]
477,2016-12-29,#nowplaying Weight Of Love - The Black Keys,237,0,0,"[{'text': 'nowplaying', 'indices': [0, 11]}]"
478,2016-12-29,"I've been addicted to a game called Roblox for a long time, you know I'm an addict when I start leading a clan called ""Team Elmo""...........",1386,0,0,[]
489,2016-12-29,Di naman to makakatulong sakin e,1941,0,0,[]
494,2016-12-29,RT @LibertyGirlTX: #tcot #tlot https://t.co/R49Ui95Tsy,1591,0,0,"[{'text': 'tcot', 'indices': [19, 24]}, {'text': 'tlot', 'indices': [25, 30]}]"
500,2016-12-29,like how? https://t.co/gIjlYTcw4b,1879,0,0,[]
510,2016-12-29,"RT @spartakussug: #TBT to 8 years ago. My lord, help me never be skinny again. https://t.co/EGpPytlh8H",4646,0,0,"[{'text': 'TBT', 'indices': [18, 22]}]"
526,2016-12-29,suho kai luhan + kris #TeamEXO https://t.co/cJfXbEo6yl,45,0,0,"[{'text': 'TeamEXO', 'indices': [22, 30]}]"
529,2016-12-29,@IParasyte_Z really appreciate that sir - he should get them with ultimate edition soon. If not I'll let you know! Thanks again @theconst40,8948,0,0,[]
538,2016-12-29,RT @freeespirited__: isnt life wonderful https://t.co/bryqHMb09Z,1151,0,0,[]
576,2016-12-29,@esterinalisha Kim and Kanye who?,653,0,0,[]
577,2016-12-29,@allelaflare sick of your foolishness,2476,0,0,[]
580,2016-12-29,"@Ohamutumwa either you're playing a bad round, or Whk Country Club needs to do something about their fairway.",3312,0,0,[]
594,2016-12-29,RT @AdhyDault: Selamat siang semua. Selamat menyantap makan siang dan jangan lupa berdoa disetiap aktifitas hari ini ya. Salam Pramuka!,208,0,0,[]
597,2016-12-29,Hii. :) Ruubi (_renkinjutsushi) https://t.co/CJnhyqXLSP,275,0,0,[]
598,2016-12-29,https://t.co/1G4mrIzoRp,1731,0,0,[]
600,2016-12-29,RT @Hippy: Optical illusion: street art https://t.co/ejCS2pNCV8,191,0,0,[]
602,2016-12-29,RT @idfcesmah: @burlyruthie ur so cute i'm cryin,423,0,0,[]
610,2016-12-29,"RT @Ian_Eastwood: being an adult is dope, you just get to do more shit.",320,0,0,[]
611,2016-12-29,RT @suckmyshorts: Who's gonna let me use them like this? https://t.co/23lVH8RPGn,1082,0,0,[]
614,2016-12-29,RT @random_jerseys: Someone reached way back in the closet for this one. #RandomJerseys https://t.co/v4kLGWzdkY,455,0,0,"[{'text': 'RandomJerseys', 'indices': [73, 87]}]"
626,2016-12-29,@VansuSenpai tiyan jud vansu? HAHAHAHAHAHA,531,0,0,[]
633,2016-12-29,Im tired of yall acting like Bryson Tiller can sing. Its gettiing ridiculous i mean its really getting ridiculous https://t.co/xm4DmckPUN,10998,0,0,[]
634,2016-12-29,RT @tarantnos: im gonna miss this #RIPCarrieFisher https://t.co/MS6Z8scQ89,44,0,0,"[{'text': 'RIPCarrieFisher', 'indices': [34, 50]}]"
636,2016-12-29,"RT @GAVlNREACT: Me: look at that fresh cut 
Gavin: look at that fresh butt https://t.co/Y9yYLu8nU5",15249,0,0,[]
637,2016-12-29,"RT @GAVlNREACT: Me: look at that fresh cut 
Gavin: look at that fresh butt https://t.co/Y9yYLu8nU5",186207,0,0,[]
641,2016-12-29,"RT @GAVlNREACT: Me: look at that fresh cut 
Gavin: look at that fresh butt https://t.co/Y9yYLu8nU5",27063,0,0,[]
643,2016-12-29,"RT @GAVlNREACT: Me: look at that fresh cut 
Gavin: look at that fresh butt https://t.co/Y9yYLu8nU5",13629,0,0,[]
662,2016-12-29,@_Ace0ne_ have u heard my podcast Johnny?,53307,0,0,[]
666,2016-12-29,"RT @soompi: #SEVENTEEN To Perform Opening Stage For 2016 KBS Song Festival
https://t.co/rXUfd5quHO https://t.co/r9BXGIAXMl",28,0,0,"[{'text': 'SEVENTEEN', 'indices': [12, 22]}]"
674,2016-12-29,@sdawood41 you think so,929,0,0,[]
