headlines,terms,dates,scores
gore: your country needs you more than it thinks,gore,2000-10-28,1
bush sweeps into huge lead,bush,2000-10-28,2
10 days to go,gore,2000-10-28,2
gore and clinton stay just in front,gore,2000-10-30,2
prince of satire: why jon stewart's daily show is setting the agenda in the us election,bush,2000-10-30,2
nader v gore,gore,2000-10-30,2
gore wary as clinton rallies black vote,gore,2000-10-30,2
eight days to go,gore,2000-10-30,3
students go by the board,gore,2000-10-31,2
press review: texas plumps for bush,bush,2000-10-31,2
7 days to go,gore,2000-10-31,2
bush turns fire on california,bush,2000-10-31,2
gore will keep the good times rolling,gore,2000-10-31,3
bush will restore honour and integrity,bush,2000-10-31,3
six days to go,gore,2000-11-01,2
heston shoots down al gore,gore,2000-11-01,1
would he do to us what he did to texas?,bush,2000-11-01,2
"george armstrong, wing wizard, dies at 56",george,2000-11-02,1
nader defies gore to fight to the finish,gore,2000-11-02,1
george armstrong,george,2000-11-02,2
5 days to go,gore,2000-11-02,2
it mustn't be bush or gore,bush,2000-11-02,1
it mustn't be bush or gore,gore,2000-11-02,1
the net election: gore misses a trick,gore,2000-11-03,1
bush admits to drink driving charge,bush,2000-11-03,2
nader threatens to produce gore's nadir,gore,2000-11-03,1
bush springs to history's attention,bush,2000-11-03,2
bush drink-drive charge sends his team into crisis mode,bush,2000-11-03,2
clinton stretches out to help gore,gore,2000-11-04,2
bush hit by drink-driving revelation,bush,2000-11-04,2
3 days to go,gore,2000-11-04,2
why it needs to be gore,gore,2000-11-04,2
letter: george armstrong,george,2000-11-04,2
"bush, in his own words",bush,2000-11-04,2
george still spurred on,george,2000-11-05,2
gore gains from bush drink-drive revelation,gore,2000-11-05,2
gore gains from bush drink-drive revelation,bush,2000-11-05,2
us presidential race too close to call,bush,2000-11-06,2
gore and bush charge for the line,gore,2000-11-06,2
gore and bush charge for the line,bush,2000-11-06,2
one day to go,gore,2000-11-06,2
gore's last plea to the great undecided,gore,2000-11-06,3
"it's politainment, with george 'n' al",george,2000-11-06,2
presidential bush goes on defensive,bush,2000-11-06,2
republican website hacked as us voters go to polls,bush,2000-11-07,2
republican website hacked as us voters go to polls,gore,2000-11-07,2
gore closes the gap,gore,2000-11-07,2
out to gore the bullish bush,gore,2000-11-07,2
out to gore the bullish bush,bush,2000-11-07,2
key poll puts gore ahead,gore,2000-11-07,2
the brains behind bush,bush,2000-11-07,2
bush struts across his rival's home patch,bush,2000-11-07,2
on hold for brown and bush,bush,2000-11-07,2
